"","X_WGS84","Y_WGS84","bio3","bio4","bio7","bio11","bio12"
"130",-95.25,79.750007823,9.62498239824999,12255.8751114778,393.9999178585,-302.6252229555,113.250281628
"131",-93.75,79.750007823,9.37498239824999,13361.6249823982,446.12494719475,-319.37528749525,130.25048698175
"132",-92.25,79.750007823,8.99997066374998,14593.3740671072,496.874976531,-340.50044004375,156.000891822
"133",-90.75,79.750007823,9.22222743755556,15255.0040001607,524.777845577111,-343.999989569333,160.888362140222
"134",-89.25,79.750007823,9.74998239824999,15757.7526226608,540.87501760175,-337.62514668125,143.3752933625
"135",-87.75,79.750007823,9.87500586725,15820.3751584158,543.00007627425,-330.62466556675,119.123920425999
"136",-86.25,79.750007823,9.85714956257143,15986.1454320274,548.714372884857,-326.571354811714,101.428088637714
"137",-84.75,79.750007823,9.75001173450001,15920.4995892925,548.7500352035,-326.62466556675,111.498920425999
"138",-83.25,79.750007823,10.142843732,15620.288315992,542.000053643429,-323.57156268,131.285674053143
"139",-81.75,79.750007823,10.00000586725,15449.9989790985,537.62504107075,-323.74966556675,140.248896956999
"140",-80.25,79.750007823,9.77777256244444,15218.0013090487,529.222243083556,-329.333307256667,171.444251477111
"141",-78.75,79.750007823,9.22220136088888,14739.6751937367,512.111199771778,-329.445148514445,195.446269811112
"142",-77.25,79.750007823,9.55553469422221,14229.1192157391,494.333541946667,-323.111502261111,202.889832864223
"143",-75.75,79.750007823,9.77776213177777,13764.5645259289,477.889102717556,-315.111601352445,214.334371184667
"144",-74.25,79.750007823,9.16665102066666,13721.3430416763,473.833630607333,-323.333787067334,247.334631951334
"145",-72.75,79.750007823,10.1666431976667,13326.6759525677,465.500250336,-298.833841828334,197.668090452667
"146",-71.25,79.750007823,11.5999436744,12854.5148605708,455.20023469,-267.101267326001,132.603492187202
"147",-69.75,79.750007823,10,13089.5,456.5,-293.5,222.5
"148",-66.75,79.750007823,13,12371.005444808,433.666854418667,-249.333474147333,136.333380271333
"149",-65.25,79.750007823,12.8333255103333,12126.6737621277,417.500203398,-248.000344212,163.833920058334
"150",-63.75,79.750007823,12.8888784582222,12387.339398766,420.222420404889,-258.778075051778,196.333912235334
"151",-62.25,79.750007823,12.1111111111111,12896.66734466,427.222253514222,-277.666656236,253.888508169555
"152",-60.75,79.750007823,10.8888993195556,13314.8876163476,428.222190930222,-289.333275964667,298.443990710444
"153",-59.25,79.750007823,9.66668231266667,13613.663339284,427.999932200667,-294.888826304889,333.332905676
"154",-57.75,79.750007823,8.44444965977778,13724.9979242973,425.222164853556,-303.333312472,386.332973475333
"155",-56.25,79.750007823,7.55556077088889,13586.6660512573,417.111152833778,-311.777704763111,437.110511347777
"156",-54.75,79.750007823,7.11112675711112,13232.7802341998,406.222357820889,-315.666609298,468.443813389111
"157",-53.25,79.750007823,8,12653.3354194667,389.555649431556,-316.888800228222,483.110339241777
"158",-51.75,79.750007823,8.00003129200002,12112.6668804953,377.666708389333,-319.999932200667,510.221492075555
"159",-50.25,79.750007823,8.77779342377779,11817.998059896,376.777782993111,-322.555419956889,529.554507273555
"160",-48.75,79.750007823,9.22222743755556,11723.5539388022,377.555550340222,-319.555461679555,526.554741963555
"161",-47.25,79.750007823,9.44446009044445,11758.6642676133,379.999973923333,-318.888716782889,533.776479159777
"162",-45.75,79.750007823,9.66668231266667,11752.2207358522,382.333275964667,-320.110975512444,550.332305912666
"163",-44.25,79.750007823,9.88889931955556,11713.4426347238,383.111043311778,-322.888748074889,576.887793668888
"164",-42.75,79.750007823,9.66669795866668,11676.7758533198,383.555487756222,-328.222034470222,615.443145826444
"165",-41.25,79.750007823,10.000015646,11578.1096038798,380.999953062,-328.999822678667,630.109822923777
"166",-39.75,79.750007823,10.3333333333333,11432.1107356071,376.444434013778,-324.444329707111,614.665665322666
"167",-38.25,79.750007823,10.8888941042222,11314.333860082,373.222232652889,-320.222170068889,593.777115430444
"168",-36.75,79.750007823,11.4444444444444,11189.5558580449,370.666687528,-316.888815874222,574.999264638
"169",-35.25,79.750007823,11.7777986391111,11049.5561396729,368.777809069778,-312.333176873333,549.10979684711
"170",-33.75,79.750007823,12.6666823126667,10928.2222952369,366.888883673555,-305.222044900889,506.109901153777
"171",-32.25,79.750007823,13.5555764168889,10801.6656444613,363.888909750222,-294.666374608,444.331648780666
"172",-30.75,79.750007823,14.6666770973333,10734.2215703056,362.555607708889,-287.777600456444,395.221127002222
"173",-29.25,79.750007823,17.1111006804444,10720.4450233464,368.666671882,-287.666531068,338.332436295999
"174",-27.75,79.750007823,17.4444444444444,10694.7776108871,367.222227437556,-284.666478914667,310.887970990222
"175",-26.25,79.750007823,17.6666614513333,10661.2226133722,365.555623354889,-278.777652609778,283.33265534
"176",-24.75,79.750007823,17.5555607708889,10719.5553834496,365.777788208444,-271.999770525333,253.443516115111
"177",-23.25,79.750007823,17.1111058957778,11199.3352786527,373.111241494445,-269.555618139556,234.888779366889
"178",-21.75,79.750007823,15.6666614513333,11971.7829670344,397.889154870889,-264.444882532445,212.445362343112
"179",-20.25,79.750007823,14.9999895693333,12609.1141777271,421.000151244667,-263.000041722667,211.555487756222
"180",-18.75,79.750007823,14.999992177,12736.502612882,432.666776188667,-252.500289451,192.167245568667
"181",-17.25,79.750007823,15,12427.000539787,429.500046938,-228.7500586725,158.75
"182",-15.75,79.750007823,14,11497,403.5,-217.5,171.5
"183",11.25,79.750007823,13.5999906124,4457.8006852948,171.0000281628,-68.2002159148001,395.8006383568
"184",12.75,79.750007823,13.999976531,4775.66315413966,186.833247280333,-89.9994054519997,424.997801736999
"185",14.25,79.750007823,13.5999812248,5174.9985636972,199.6,-94.5999906124,358.1998216356
"186",15.75,79.750007823,12.7499882655,5468.746784747,206.499929593,-106.9996596995,305.998885222499
"187",17.25,79.750007823,13.1666744896667,5258.83061875233,197.333255103333,-105.99968708,303.332496272333
"188",18.75,79.750007823,13.6,4697.4,174.7999812248,-70.6003567288002,247.2009199848
"189",20.25,79.750007823,13.8333333333333,4318.000250336,157,-66.0001642830001,274.667096931667
"190",21.75,79.750007823,15.9999865891428,4226.28675362714,154.428604955714,-63.0001877520001,296.143246057714
"191",23.25,79.750007823,14.87499413275,4147.49985331875,161.62500586725,-63.8751173450001,309.2501994865
"192",24.75,79.750007823,14.7499882655,4122.1252464245,168.250023469,-72.62504107075,348.4999178585
"193",26.25,79.750007823,14,3942.66882581467,162.333442855333,-64.0004224420002,346.334162571334
"194",27.75,79.750007823,NA,NA,NA,NA,NA
"195",32.25,79.750007823,13,3942.5,170.5,-58,306.5
"196",33.75,79.750007823,13,3957,170,-59,304
"197",45.75,79.750007823,NA,NA,NA,NA,NA
"198",47.25,79.750007823,18,4714,210.5,-98,249
"199",48.75,79.750007823,17.999984354,4846.000985698,215.333395917333,-110.666760542667,265.666791834667
"200",50.25,79.750007823,17,4894,219,-100,226
"201",51.75,79.750007823,18,5040.5,221.5,-101,227.5
"202",53.25,79.750007823,18,5356.33333333333,233.666666666667,-121,251.666666666667
"203",54.75,79.750007823,17.3333333333333,5653.66677618867,242.333364625333,-125.000015646,242.333208165333
"204",56.25,79.750007823,17,6066,256,-143.5,280
"205",57.75,79.750007823,17,6373.000657132,267.333380271333,-147.333442855333,287.333411563333
"206",59.25,79.750007823,17,6626,275,-149,267
"207",60.75,79.750007823,16,6246.5,270,-146.5,213
"208",90.75,79.750007823,NA,NA,NA,NA,NA
"209",92.25,79.750007823,16,9475.33226158233,348.333309864333,-235.666791834667,130.666768365667
"210",93.75,79.750007823,15.999992177,9632.66509424367,354.666619728667,-247.833622784333,152.333755775334
"211",95.25,79.750007823,15.9999947846667,9952.21739803889,365.555414741555,-257.333740129334,179.445012915778
"212",96.75,79.750007823,16.2222274375556,10069.9959424707,369.888768936222,-258.222211791556,185.555451248889
"213",98.25,79.750007823,16.8333255103333,10202.3290306833,375.166541498667,-261.166784011667,201.833450678333
"214",99.75,79.750007823,16.7500117345,10075.246550057,371.9998709205,-254.5,196.7499178585
"215",101.25,79.750007823,18,10040,370,-243,195
"216",102.75,79.750007823,18,9858,364,-242,203
"217",-116.25,78.250007823,NA,NA,NA,NA,NA
"218",-114.75,78.250007823,7.49997653099999,12008.500164283,370.5,-293.000023469,82.000023469
"219",-113.25,78.250007823,8.33333333333333,12529.6667605427,397.499968708,-297.166666666667,78.6666197286666
"220",-111.75,78.250007823,9.16666666666667,13153.6656653227,427.333262926333,-300.999976531,75.8332629263333
"221",-110.25,78.250007823,9.4,13295.5980004412,436.3998967364,-299.6000093876,71.6000187752
"222",-108.75,78.250007823,NA,NA,NA,NA,NA
"223",-105.75,78.250007823,9,11366,360,-278,76
"224",-104.25,78.250007823,9.66666666666667,11660.6670734627,369.333317687333,-295.333427209333,115.000093876
"225",-102.75,78.250007823,9.85714285714286,11697.7150769549,372.142877259143,-295.428631777429,120.000026821714
"226",-101.25,78.250007823,9.99999413275,11704.7507334063,375.00000586725,-291.2500821415,115.00012321225
"227",-99.75,78.250007823,10,11678.1667370737,376.999984354,-285.666690135667,112.500039115
"228",-98.25,78.250007823,10.3333176873333,11526.6661972867,369.333239457333,-282.333442855333,109.000172106
"229",-96.75,78.250007823,10.6666588436667,11304.3339513503,362.333333333333,-276.333395917333,112.333364625333
"230",-95.25,78.250007823,11,11455.4006008064,376.6000187752,-273.6,113.5999155116
"231",-93.75,78.250007823,11.25,12712,435,-286.75,115.75
"232",-92.25,78.250007823,10.7999812248,14139.801220388,492.5999812248,-303.2003191784,120.8004975428
"233",-90.75,78.250007823,10.1666197286666,14703.498568391,513.999835717,-315.334053049334,140.501556777001
"234",-89.25,78.250007823,10.3333255103333,15124.6721897047,526.166791834667,-319.833599315333,149.500531964
"235",-87.75,78.250007823,10.6666666666667,14999.00265982,523.333411563333,-309.000007823,126.166494560667
"236",-86.25,78.250007823,10.74999413275,15017.2535144828,525.25009974325,-301.87508800875,111.24997066375
"237",-84.75,78.250007823,10.4444340137778,14955.1152155784,524.33343764,-306.000161675333,135.333500224
"238",-83.25,78.250007823,10.7777777777778,14845.6696706987,525.000073014667,-297.111199771778,123.888904534889
"239",-81.75,78.250007823,10.2222274375556,14783.6707450573,522.555665077555,-305.888888888889,161.332931752666
"240",-80.25,78.250007823,8.66667709733334,14613.4473128778,507.333474147333,-338.999880047333,287.332405003999
"241",-78.75,78.250007823,9.22221700688888,13661.3398264233,475.000203398,-314.889107932889,233.222509065556
"242",-77.25,78.250007823,9.49998435399999,12911.511789261,446.667003055667,-301.167136046667,208.500774477
"243",-75.75,78.250007823,10.1666588436667,12283.8377142133,424.000195575,-284.583395917333,186.999945239
"244",-74.25,78.250007823,12,12081,426,-253,109
"245",-72.75,78.250007823,12,10811.009716166,379.000375504,-224.000422442,121.00046938
"246",-71.25,78.250007823,11.4000187752,10407.4035015748,360.8002253024,-230.7997746976,173.199070627599
"247",-69.75,78.250007823,11.62500586725,10118.7562251523,350.50032269875,-222.999976531,183.74947781475
"248",-68.25,78.250007823,11.1111111111111,10045.8994968769,344.889285254222,-225.66687528,216.888883673556
"249",-66.75,78.250007823,10.6666770973333,10103.3428356707,342.889259177556,-232.333463716667,250.333176873333
"250",-65.25,78.250007823,10.8888784582222,10566.2300973756,355.333646253333,-246.555602493556,286.443995925778
"251",-63.75,78.250007823,10.4444600904445,11547.1163629518,383.778002037111,-269.999979138667,328.777172799111
"252",-62.25,78.250007823,10.4444496597778,12618.7801038164,412.777861223111,-289.111058957778,354.666165994666
"253",-60.75,78.250007823,9.33334897933334,13395.5562909176,423.888951472889,-301.333291610667,395.999483682
"254",-59.25,78.250007823,7.33334376400001,13932.7778977304,429.444465305778,-311.666671882,461.444100232444
"255",-57.75,78.250007823,5.88889931955556,14052.665811352,423.555597278222,-322.666583221333,537.888148311555
"256",-56.25,78.250007823,5.66668752800001,13359.4467756984,399.222336959556,-327.666635374667,584.888336063555
"257",-54.75,78.250007823,6.55555555555556,12429.7831130638,373.666812696,-326.666630159333,596.221601597555
"258",-53.25,78.250007823,7.00001043066667,11963.0045008327,364.666791834667,-326.222201360889,610.221643320222
"259",-51.75,78.250007823,7.22222743755556,11879.1132859051,368.777850792444,-325.777793423778,619.444110663111
"260",-50.25,78.250007823,8,11827.5570314949,373.888930611556,-323.888956688222,623.888675060222
"261",-48.75,78.250007823,8,11818.8890975022,378.666682312667,-324.333354194667,638.332952614
"262",-47.25,78.250007823,8.11111632644445,11871.000531964,384.111137187778,-326.777809069778,662.110719961111
"263",-45.75,78.250007823,8.33335941000001,11866.1112832171,388.111095465111,-328.444486167111,681.110834698444
"264",-44.25,78.250007823,9,11764.6675897807,389.888862812222,-329.666713604667,696.333140366
"265",-42.75,78.250007823,9,11625.001157804,389.222217006889,-329.444512243778,706.333145581333
"266",-41.25,78.250007823,9.55554512488888,11497.3344650607,385.999973923333,-328.555607708889,708.99984354
"267",-39.75,78.250007823,10,11375.3340530493,381.444423583111,-326.666708389333,701.555326080889
"268",-38.25,78.250007823,10.1111058957778,11233.4456126791,376.999989569333,-324.000073014667,692.888737644222
"269",-36.75,78.250007823,10.8888836735556,11102.1117630278,372.999994784667,-321.888930611556,684.666353746666
"270",-35.25,78.250007823,11.1111111111111,10969.4452736824,368.888873242889,-317.777829931111,664.666426761333
"271",-33.75,78.250007823,12,10864.2233174422,364.444434013778,-314.222274375556,644.888581184222
"272",-32.25,78.250007823,12.1111163264444,10807.7788834284,360.333364625333,-311.111168479778,618.999697510666
"273",-30.75,78.250007823,13.4444444444444,10762.8894469296,358.555592062889,-308.222263944889,581.666317239333
"274",-29.25,78.250007823,17.4444392291111,10725.3342564473,367.222253514222,-313.888899319556,516.221627674222
"275",-27.75,78.250007823,18.3333333333333,10695.7781428511,364.777772562444,-309.111085034444,471.666056472666
"276",-26.25,78.250007823,18.3333333333333,10628.7786174464,359.444496597778,-299.777819500444,422.777443996444
"277",-24.75,78.250007823,18.6666510206667,10691.4452945438,356.777840361778,-292.222206576222,378.777308397777
"278",-23.25,78.250007823,18.5555503402222,10817.5576260429,354.00007823,-274.111064173111,307.221658966222
"279",-21.75,78.250007823,18,10968.2266031022,353.777955099111,-237.888987980222,190.000057368667
"280",-20.25,78.250007823,17.3999906124,11290.8027317916,366.0000657132,-236.799906124,183.599624496
"281",-18.75,78.250007823,17,11846.5,387,-226,149
"282",-17.25,78.250007823,17,11442,390,-209,162
"283",11.25,78.250007823,16.999984354,4636.33286395333,171.333348979333,-57.6667448966667,409.333395917333
"284",12.75,78.250007823,17.1999906124,4940.1983853328,183.8000281628,-81.399906124,461.7992677672
"285",14.25,78.250007823,16.9999865891428,5459.71512389286,197.428651893714,-83.1432795848574,390.429409607143
"286",15.75,78.250007823,15.74999413275,6058.7483923735,211.999953062,-99.62492372575,278.62465383225
"287",17.25,78.250007823,16.8888732428889,5719.66475263933,200.222222222222,-102.222347390222,303.778101128445
"288",18.75,78.250007823,17.499968708,5302.995188855,188.833208165333,-95.9996636109998,319.165657499666
"289",20.25,78.250007823,18.2499882655,4810.9944730505,171.999859186,-73.9995540889998,309.498732673999
"290",21.75,78.250007823,19.999992177,4902.16541498667,174.333309864333,-79.1667057816667,354.500109522
"291",23.25,78.250007823,21.4999882655,4733.7479229935,172.249906124,-65.9998591859999,372.2494954165
"292",24.75,78.250007823,NA,NA,NA,NA,NA
"293",26.25,78.250007823,NA,NA,NA,NA,NA
"294",27.75,78.250007823,NA,NA,NA,NA,NA
"295",29.25,78.250007823,18,3707,148,-40,352
"296",30.75,78.250007823,NA,NA,NA,NA,NA
"297",93.75,78.250007823,NA,NA,NA,NA,NA
"298",96.75,78.250007823,NA,NA,NA,NA,NA
"299",98.25,78.250007823,17,10603.6666666667,386,-261.333333333333,213.333333333333
"300",99.75,78.250007823,17.3333333333333,10612.6649925447,387.666572790667,-260.666651020667,225.99992177
"301",101.25,78.250007823,18,10556.1613157347,385.833200342333,-252.333474147333,229.333442855333
"302",102.75,78.250007823,18.1666588436667,10263.8293670723,377.166572790667,-249.833614961333,238.000375504
"303",104.25,78.250007823,18.5,10053.3315183973,370.333286395333,-252.833106466333,250.666040826666
"304",105.75,78.250007823,18,10485.5,378.5,-242,215.5
"305",107.25,78.250007823,NA,NA,NA,NA,NA
