"X_WGS84"	"Y_WGS84"	"ConnochaetesGnou"	"GuloGulo"	"PantheraOnca"	"PteropusGiganteus"	"TenrecEcaudatus"	"VulpesVulpes"
"8273"	26.25	-32.74999218	1	0	0	0	0	0
"4356"	-80.25	37.75000782	0	0	0	0	0	1
"7065"	-56.25	-5.749992177	0	0	1	0	0	0
"1804"	47.25	63.25000782	0	1	0	0	0	1
"6877"	137.25	-1.249992177	0	0	0	0	0	0
"5667"	80.25	21.25000782	0	0	0	1	0	1
"4629"	45.75	34.75000782	0	0	0	0	0	1
"7578"	14.25	-16.24999218	0	0	0	0	0	0
"3088"	-77.25	51.25000782	0	1	0	0	0	1
"6314"	2.25	9.250007823	0	0	0	0	0	0
"2464"	-71.25	57.25000782	0	1	0	0	0	1
"6757"	17.25	0.250007823	0	0	0	0	0	0
"2317"	9.75	58.75000782	0	0	0	0	0	1
"6365"	167.25	9.250007823	0	0	0	0	0	0
"6491"	36.75	6.250007823	0	0	0	0	0	0
"8407"	144.75	-38.74999218	0	0	0	0	0	0
"4087"	-104.25	40.75000782	0	0	0	0	0	1
"2952"	0.75	52.75000782	0	0	0	0	0	1
"7953"	120.75	-23.74999218	0	0	0	0	0	0
"5104"	56.25	28.75000782	0	0	0	0	0	1
"1430"	98.25	66.25000782	0	1	0	0	0	1
"3163"	80.25	51.25000782	0	1	0	0	0	1
"6650"	105.75	3.250007823	0	0	0	0	0	0
"1559"	-63.75	64.75000782	0	1	0	0	0	1
"6029"	44.25	15.25000782	0	0	0	0	0	1
"7920"	-56.25	-23.74999218	0	0	1	0	0	0
"2963"	18.75	52.75000782	0	0	0	0	0	1
"4324"	126.75	39.25000782	0	0	0	0	0	1
"3774"	102.75	45.25000782	0	0	0	0	0	1
"6663"	-75.75	1.750007823	0	0	1	0	0	0
"7594"	38.25	-16.24999218	0	0	0	0	0	0
"948"	-54.75	69.25000782	0	0	0	0	0	0
"1443"	117.75	66.25000782	0	1	0	0	0	1
"8310"	-57.75	-34.24999218	0	0	0	0	0	0
"217"	-116.25	78.25000782	0	0	0	0	0	0
"7805"	44.25	-20.74999218	0	0	0	0	1	0
"2573"	-156.75	55.75000782	0	0	0	0	0	0
"2460"	-77.25	57.25000782	0	1	0	0	0	1
"8157"	-60.75	-29.74999218	0	0	0	0	0	0
"5271"	-101.25	25.75000782	0	0	1	0	0	0
"7732"	33.75	-19.24999218	0	0	0	0	0	0
"407"	-114.75	75.25000782	0	1	0	0	0	0
"942"	-74.25	69.25000782	0	1	0	0	0	1
"4405"	69.75	37.75000782	0	0	0	0	0	1
"3302"	53.25	49.75000782	0	0	0	0	0	1
"7199"	138.75	-7.249992177	0	0	0	0	0	0
"7293"	-72.75	-10.24999218	0	0	1	0	0	0
"8307"	-62.25	-34.24999218	0	0	0	0	0	0
"2492"	33.75	57.25000782	0	0	0	0	0	1
"634"	-81.75	72.25000782	0	1	0	0	0	1
"8328"	135.75	-34.24999218	0	0	0	0	0	0
"3829"	-84.75	43.75000782	0	0	0	0	0	1
"4874"	60.75	31.75000782	0	0	0	0	0	1
"7283"	152.25	-8.749992177	0	0	0	0	0	0
"7085"	20.25	-5.749992177	0	0	0	0	0	0
"7816"	120.75	-20.74999218	0	0	0	0	0	0
"1517"	-128.25	64.75000782	0	1	0	0	0	1
"4251"	17.25	39.25000782	0	0	0	0	0	1
"1194"	57.75	67.75000782	0	1	0	0	0	1
"6769"	35.25	0.250007823	0	0	0	0	0	0
"999"	66.75	69.25000782	0	1	0	0	0	1
"5794"	-99.75	18.25000782	0	0	0	0	0	0
"959"	-38.25	69.25000782	0	0	0	0	0	0
"8470"	167.25	-44.74999218	0	0	0	0	0	0
"108"	54.75	81.25000782	0	0	0	0	0	0
"276"	-26.25	78.25000782	0	0	0	0	0	0
"5236"	86.25	27.25000782	0	0	0	1	0	1
"2874"	135.75	54.25000782	0	1	0	0	0	1
"5472"	116.25	24.25000782	0	0	0	0	0	1
"2316"	8.25	58.75000782	0	1	0	0	0	1
"3375"	-110.25	48.25000782	0	0	0	0	0	1
"2366"	84.75	58.75000782	0	1	0	0	0	1
"6623"	20.25	3.250007823	0	0	0	0	0	0
"3041"	135.75	52.75000782	0	1	0	0	0	1
"1520"	-123.75	64.75000782	0	1	0	0	0	1
"4234"	-75.75	39.25000782	0	0	0	0	0	1
"996"	62.25	69.25000782	0	1	0	0	0	1
"1765"	-48.75	63.25000782	0	0	0	0	0	0
"6432"	99.75	7.750007823	0	0	0	0	0	0
"1121"	-102.75	67.75000782	0	1	0	0	0	1
"8400"	-62.25	-38.74999218	0	0	0	0	0	0
"104"	47.25	81.25000782	0	0	0	0	0	0
"28"	-44.25	82.75000782	0	0	0	0	0	0
"2289"	-104.25	58.75000782	0	1	0	0	0	1
"6453"	-60.75	6.250007823	0	0	1	0	0	0
"1193"	56.25	67.75000782	0	1	0	0	0	1
"424"	-89.25	75.25000782	0	0	0	0	0	0
"1617"	66.75	64.75000782	0	1	0	0	0	1
"6451"	-63.75	6.250007823	0	0	1	0	0	0
"5377"	-105.75	24.25000782	0	0	1	0	0	0
"119"	92.25	81.25000782	0	0	0	0	0	0
"4918"	-116.25	30.25000782	0	0	0	0	0	0
"4255"	23.25	39.25000782	0	0	0	0	0	1
"3709"	5.25	45.25000782	0	0	0	0	0	1
"1275"	179.25	67.75000782	0	1	0	0	0	1
"5118"	77.25	28.75000782	0	0	0	1	0	1
"4057"	116.25	42.25000782	0	0	0	0	0	1
"72"	-53.25	81.25000782	0	0	0	0	0	0
"3855"	5.25	43.75000782	0	0	0	0	0	1
"2735"	-123.75	54.25000782	0	1	0	0	0	1
"4797"	128.25	33.25000782	0	0	0	0	0	0
"2916"	-98.25	52.75000782	0	0	0	0	0	1
"5161"	-98.25	27.25000782	0	0	0	0	0	0
"7607"	131.25	-16.24999218	0	0	0	0	0	0
"4230"	-81.75	39.25000782	0	0	0	0	0	1
"3112"	3.75	51.25000782	0	0	0	0	0	1
"2752"	-98.25	54.25000782	0	0	0	0	0	1
"1284"	-165.75	66.25000782	0	1	0	0	0	1
"4250"	15.75	39.25000782	0	0	0	0	0	1
"2790"	9.75	54.25000782	0	0	0	0	0	1
"1392"	41.25	66.25000782	0	1	0	0	0	1
"8261"	-60.75	-32.74999218	0	0	0	0	0	0
"2883"	159.75	54.25000782	0	1	0	0	0	1
"3887"	59.25	43.75000782	0	0	0	0	0	1
"471"	83.25	75.25000782	0	0	0	0	0	0
"3077"	-93.75	51.25000782	0	0	0	0	0	1
"2417"	162.75	58.75000782	0	1	0	0	0	1
"1265"	164.25	67.75000782	0	1	0	0	0	1
"2930"	-77.25	52.75000782	0	1	0	0	0	1
"7303"	-57.75	-10.24999218	0	0	0	0	0	0
"6352"	92.25	9.250007823	0	0	0	0	0	0
"6516"	149.25	6.250007823	0	0	0	0	0	0
"98"	-14.25	81.25000782	0	0	0	0	0	0
"1535"	-101.25	64.75000782	0	1	0	0	0	1
"4514"	48.75	36.25000782	0	0	0	0	0	1
"6941"	110.25	-2.749992177	0	0	0	0	0	0
"4808"	-108.75	31.75000782	0	0	0	0	0	0
"4159"	69.75	40.75000782	0	0	0	0	0	1
"5371"	126.75	25.75000782	0	0	0	0	0	0
"7431"	-63.75	-13.24999218	0	0	1	0	0	0
"591"	110.25	73.75000782	0	1	0	0	0	1
"7264"	117.75	-8.749992177	0	0	0	0	0	0
"3032"	122.25	52.75000782	0	1	0	0	0	1
"2899"	-123.75	52.75000782	0	1	0	0	0	1
"5325"	54.75	25.75000782	0	0	0	0	0	0
"5106"	59.25	28.75000782	0	0	0	0	0	1
"4592"	-90.75	34.75000782	0	0	0	0	0	1
"318"	-102.75	76.75000782	0	0	0	0	0	0
"8282"	125.25	-32.74999218	0	0	0	0	0	0
"4043"	95.25	42.25000782	0	0	0	0	0	1
"67"	-60.75	81.25000782	0	0	0	0	0	0
"3442"	39.75	48.25000782	0	0	0	0	0	1
"4752"	56.25	33.25000782	0	0	0	0	0	1
"3562"	-2.25	46.75000782	0	0	0	0	0	1
"1161"	-32.25	67.75000782	0	0	0	0	0	0
"1201"	68.25	67.75000782	0	1	0	0	0	1
"2508"	57.75	57.25000782	0	1	0	0	0	1
"8363"	149.25	-35.74999218	0	0	0	0	0	0
"688"	96.75	72.25000782	0	1	0	0	0	0
"3248"	-72.75	49.75000782	0	0	0	0	0	1
"5460"	98.25	24.25000782	0	0	0	0	0	1
"4885"	77.25	31.75000782	0	0	0	1	0	1
"4105"	-77.25	40.75000782	0	0	0	0	0	1
"5328"	59.25	25.75000782	0	0	0	0	0	1
"3776"	105.75	45.25000782	0	0	0	0	0	1
"4836"	0.75	31.75000782	0	0	0	0	0	0
"2822"	57.75	54.25000782	0	0	0	0	0	1
"7973"	150.75	-23.74999218	0	0	0	0	0	0
"1231"	113.25	67.75000782	0	1	0	0	0	1
"1311"	-125.25	66.25000782	0	1	0	0	0	1
"289"	20.25	78.25000782	0	0	0	0	0	0
"7781"	-48.75	-20.74999218	0	0	0	0	0	0
"7814"	117.75	-20.74999218	0	0	0	0	0	0
"1954"	-63.75	61.75000782	0	0	0	0	0	0
"5787"	110.25	19.75000782	0	0	0	0	0	0
"4243"	-0.75	39.25000782	0	0	0	0	0	1
"463"	57.75	75.25000782	0	0	0	0	0	0
"7316"	-38.25	-10.24999218	0	0	0	0	0	0
"774"	-69.75	70.75000782	0	1	0	0	0	1
"8379"	-56.25	-37.24999218	0	0	0	0	0	0
"3086"	-80.25	51.25000782	0	0	0	0	0	1
"2741"	-114.75	54.25000782	0	0	0	0	0	1
"1820"	71.25	63.25000782	0	1	0	0	0	1
"8488"	-71.25	-47.74999218	0	0	0	0	0	0
"4154"	62.25	40.75000782	0	0	0	0	0	1
"5415"	23.25	24.25000782	0	0	0	0	0	0
"6913"	11.25	-2.749992177	0	0	0	0	0	0
"6998"	-38.25	-4.249992177	0	0	0	0	0	0
"7259"	110.25	-8.749992177	0	0	0	0	0	0
"3957"	-104.25	42.25000782	0	0	0	0	0	1
"7590"	32.25	-16.24999218	0	0	0	0	0	0
"2907"	-111.75	52.75000782	0	0	0	0	0	1
"857"	129.75	70.75000782	0	1	0	0	0	1
"1206"	75.75	67.75000782	0	1	0	0	0	1
"7912"	-68.25	-23.74999218	0	0	0	0	0	0
"3468"	78.75	48.25000782	0	1	0	0	0	1
"2264"	-150.75	58.75000782	0	1	0	0	0	1
"6147"	-5.25	12.25000782	0	0	0	0	0	0
"6935"	101.25	-2.749992177	0	0	0	0	0	0
"7804"	35.25	-20.74999218	0	0	0	0	0	0
"4315"	113.25	39.25000782	0	0	0	0	0	1
"3726"	30.75	45.25000782	0	0	0	0	0	0
"4368"	-0.75	37.75000782	0	0	0	0	0	1
"7204"	146.25	-7.249992177	0	0	0	0	0	0
"1101"	-132.75	67.75000782	0	1	0	0	0	1
"7426"	-71.25	-13.24999218	0	0	1	0	0	0
"5657"	56.25	21.25000782	0	0	0	0	0	1
"5079"	18.75	28.75000782	0	0	0	0	0	0
"3565"	2.25	46.75000782	0	0	0	0	0	1
"5897"	-87.75	16.75000782	0	0	0	0	0	0
"3864"	18.75	43.75000782	0	0	0	0	0	1
"3008"	86.25	52.75000782	0	1	0	0	0	1
"968"	-24.75	69.25000782	0	0	0	0	0	0
"7051"	-77.25	-5.749992177	0	0	1	0	0	0
"2336"	39.75	58.75000782	0	0	0	0	0	1
"6379"	-63.75	7.750007823	0	0	1	0	0	0
"3315"	72.75	49.75000782	0	1	0	0	0	1
"7233"	-42.75	-8.749992177	0	0	1	0	0	0
"5996"	-5.25	15.25000782	0	0	0	0	0	0
"6742"	-60.75	0.250007823	0	0	1	0	0	0
"561"	18.75	73.75000782	0	0	0	0	0	0
"4523"	62.25	36.25000782	0	0	0	0	0	1
"2756"	-92.25	54.25000782	0	1	0	0	0	1
"977"	24.75	69.25000782	0	1	0	0	0	1
"602"	135.75	73.75000782	0	0	0	0	0	0
"1516"	-129.75	64.75000782	0	1	0	0	0	1
"7650"	17.25	-17.74999218	0	0	0	0	0	0
"1336"	-87.75	66.25000782	0	1	0	0	0	1
"7565"	-53.25	-16.24999218	0	0	1	0	0	0
"4399"	60.75	37.75000782	0	0	0	0	0	1
"7202"	143.25	-7.249992177	0	0	0	0	0	0
"1292"	-153.75	66.25000782	0	1	0	0	0	1
"7368"	-59.25	-11.74999218	0	0	0	0	0	0
"4114"	-3.75	40.75000782	0	0	0	0	0	1
"1969"	15.75	61.75000782	0	1	0	0	0	1
"7218"	-65.25	-8.749992177	0	0	1	0	0	0
"4245"	2.25	39.25000782	0	0	0	0	0	0
"5954"	77.25	16.75000782	0	0	0	1	0	0
"8041"	-68.25	-26.74999218	0	0	0	0	0	0
"7002"	14.25	-4.249992177	0	0	0	0	0	0
"382"	66.75	76.75000782	0	0	0	0	0	0
"1987"	45.75	61.75000782	0	1	0	0	0	1
"6722"	120.75	1.750007823	0	0	0	0	0	0
"5609"	-17.25	21.25000782	0	0	0	0	0	0
"4620"	32.25	34.75000782	0	0	0	0	0	0
"5823"	-3.75	18.25000782	0	0	0	0	0	0
"7657"	27.75	-17.74999218	0	0	0	0	0	0
"4404"	68.25	37.75000782	0	0	0	0	0	1
"5011"	93.75	30.25000782	0	0	0	0	0	1
"5326"	56.25	25.75000782	0	0	0	0	0	1
"6018"	27.75	15.25000782	0	0	0	0	0	0
"6328"	23.25	9.250007823	0	0	0	0	0	0
"1780"	11.25	63.25000782	0	1	0	0	0	1
"719"	149.25	72.25000782	0	1	0	0	0	1
"5703"	-89.25	19.75000782	0	0	1	0	0	0
"2623"	-60.75	55.75000782	0	1	0	0	0	1
"4900"	99.75	31.75000782	0	0	0	0	0	1
"4124"	17.25	40.75000782	0	0	0	0	0	1
"5743"	27.75	19.75000782	0	0	0	0	0	0
"5055"	-17.25	28.75000782	0	0	0	0	0	0
"5"	-80.25	82.75000782	0	1	0	0	0	0
"6635"	38.25	3.250007823	0	0	0	0	0	0
"3779"	110.25	45.25000782	0	0	0	0	0	1
"7122"	146.25	-5.749992177	0	0	0	0	0	0
"6237"	8.25	10.75000782	0	0	0	0	0	0
"1821"	72.75	63.25000782	0	1	0	0	0	1
"7846"	-63.75	-22.24999218	0	0	1	0	0	0
"2102"	-132.75	60.25000782	0	1	0	0	0	1
"6064"	-17.25	13.75000782	0	0	0	0	0	0
"5355"	99.75	25.75000782	0	0	0	0	0	1
"7687"	150.75	-17.74999218	0	0	0	0	0	0
"444"	-42.75	75.25000782	0	0	0	0	0	0
"7491"	-65.25	-14.74999218	0	0	1	0	0	0
"7825"	134.25	-20.74999218	0	0	0	0	0	0
"3076"	-95.25	51.25000782	0	0	0	0	0	1
"6211"	-74.25	10.75000782	0	0	1	0	0	0
"958"	-39.75	69.25000782	0	0	0	0	0	0
"2727"	-162.75	54.25000782	0	0	0	0	0	0
"1110"	-119.25	67.75000782	0	1	0	0	0	1
"387"	96.75	76.75000782	0	0	0	0	0	0
"1044"	134.25	69.25000782	0	1	0	0	0	1
"7158"	-36.75	-7.249992177	0	0	0	0	0	0
"706"	123.75	72.25000782	0	1	0	0	0	1
"2502"	48.75	57.25000782	0	0	0	0	0	1
"3027"	114.75	52.75000782	0	1	0	0	0	1
"296"	30.75	78.25000782	0	0	0	0	0	0
"1884"	167.25	63.25000782	0	1	0	0	0	1
"7105"	107.25	-5.749992177	0	0	0	0	0	0
"5695"	-105.75	19.75000782	0	0	1	0	0	0
"3786"	120.75	45.25000782	0	0	0	0	0	1
"7876"	35.25	-22.24999218	0	0	0	0	0	0
"2931"	-75.75	52.75000782	0	1	0	0	0	1
"5674"	90.75	21.25000782	0	0	0	0	0	0
"3941"	143.25	43.75000782	0	0	0	0	0	1
"3577"	20.25	46.75000782	0	0	0	0	0	1
"3662"	-122.25	45.25000782	0	1	0	0	0	1
"728"	-155.25	70.75000782	0	1	0	0	0	1
"5630"	14.25	21.25000782	0	0	0	0	0	0
"669"	68.25	72.25000782	0	1	0	0	0	0
"2995"	66.75	52.75000782	0	1	0	0	0	1
"2897"	-126.75	52.75000782	0	1	0	0	0	1
"2935"	-69.75	52.75000782	0	1	0	0	0	1
"1671"	147.75	64.75000782	0	1	0	0	0	1
"4882"	72.75	31.75000782	0	0	0	1	0	1
"4856"	33.75	31.75000782	0	0	0	0	0	1
"2308"	-63.75	58.75000782	0	1	0	0	0	1
"5174"	-6.75	27.25000782	0	0	0	0	0	0
"5085"	27.75	28.75000782	0	0	0	0	0	0
"4692"	-117.75	33.25000782	0	0	0	0	0	0
"5158"	-102.75	27.25000782	0	0	0	0	0	0
"1594"	32.25	64.75000782	0	1	0	0	0	1
"5506"	-5.25	22.75000782	0	0	0	0	0	0
"2327"	26.25	58.75000782	0	0	0	0	0	1
"5237"	87.75	27.25000782	0	0	0	1	0	1
"814"	59.25	70.75000782	0	0	0	0	0	0
"1810"	56.25	63.25000782	0	1	0	0	0	1
"6973"	-75.75	-4.249992177	0	0	1	0	0	0
"532"	-78.75	73.75000782	0	0	0	0	0	0
