,X_WGS84,Y_WGS84,ConnochaetesGnou,GuloGulo,PantheraOnca,PteropusGiganteus,TenrecEcaudatus,VulpesVulpes,bio3,bio4,bio7,bio11,bio12
49,-97.5,79.00000782,0,0,0,0,0,0,13.93333359,14423.46704,462.1999978,-356.6000184,98.86666779
50,-94.5,79.00000782,0,0,0,0,0,0,13.31034205,14536.17203,460.6206753,-362.7586545,106.1724572
51,-91.5,79.00000782,0,0,0,0,0,0,11.6666627,14727.79843,457.3999481,-380.0334039,130.6334825
52,-88.5,79.00000782,0,1,0,0,0,0,11.90000112,15439.29926,476.0666505,-376.3999959,120.4666485
53,-85.5,79.00000782,0,1,0,0,0,0,12.17647513,15548.35301,478.7941346,-367.0881686,103.8233247
54,-82.5,79.00000782,0,1,0,0,0,0,12.33333892,15156.13965,469.6111282,-362.8333177,121.8054532
55,-79.5,79.00000782,0,1,0,0,0,0,11.52777645,14865.22331,458.38891,-379.5833753,198.9444999
56,-76.5,79.00000782,0,1,0,0,0,0,12.51428673,14261.54411,442.942893,-358.6571744,179.999998
57,-73.5,79.00000782,0,1,0,0,0,0,13.52631763,13539.15956,421.5789993,-337.8421359,161.5263111
58,-70.5,79.00000782,0,1,0,0,0,0,14.96000216,12438.04099,391.1200387,-301.4399834,145.1598619
59,-67.5,79.00000782,0,0,0,0,0,0,14.61905141,12037.14269,381.9047543,-297.9047239,189.2379557
60,-64.5,79.00000782,0,0,0,0,0,0,14.44117727,12182.44115,391.441175,-305.0293774,208.1763391
61,-61.5,79.00000782,0,0,0,0,0,0,13.27778014,12142.44491,392.0555691,-318.9166348,271.3887071
62,-58.5,79.00000782,0,0,0,0,0,0,11.50000482,11943.58401,385.8333523,-334.0555145,363.3886197
63,-55.5,79.00000782,0,0,0,0,0,0,10.25000019,11746.19483,379.5833463,-346.2222093,448.7776341
64,-52.5,79.00000782,0,0,0,0,0,0,10.19444314,11577.75055,375.8333375,-348.2777671,484.3887637
65,-49.5,79.00000782,0,0,0,0,0,0,10.47222134,11497.69477,374.0000131,-349.6111104,512.1110125
66,-46.5,79.00000782,0,0,0,0,0,0,10.77777847,11440.0281,372.6111193,-351.2777679,545.5831705
67,-43.5,79.00000782,0,0,0,0,0,0,11.27777677,11397.36114,370.4722292,-356.9722022,599.0831488
68,-40.5,79.00000782,0,0,0,0,0,0,11.69444199,11305.16709,367.2777928,-358.111121,627.7221696
69,-37.5,79.00000782,0,0,0,0,0,0,12.33333236,11176.36158,363.5833418,-352.5833516,613.0555552
70,-34.5,79.00000782,0,0,0,0,0,0,13.24999804,11087.52815,360.888895,-345.1389076,574.9722944
71,-31.5,79.00000782,0,0,0,0,0,0,14.66665913,11052.50011,361.0555455,-333.0277935,496.1113031
72,-28.5,79.00000782,0,0,0,0,0,0,18.33332797,11133.33321,375.3333085,-331.583346,395.4446201
73,-25.5,79.00000782,0,0,0,0,0,0,18.44444588,11307.30515,379.9999936,-319.2222565,320.1945791
74,-22.5,79.00000782,0,0,0,0,0,0,18.388887,11443.72218,382.7499952,-295.0000981,225.4447428
75,-19.5,79.00000782,0,0,0,0,0,0,18.22580945,11504.22624,382.6774282,-276.5161909,175.1613876
76,-16.5,79.00000782,0,0,0,0,0,0,17.44444444,11602.33392,380.7778105,-262.555537,161.3331529
77,10.5,79.00000782,0,0,0,0,0,0,18.39999402,6284.698738,216.6999552,-132.9999008,402.6997559
78,13.5,79.00000782,0,0,0,0,0,0,18.03846825,6702.57408,231.6922014,-148.6153298,394.6927012
79,16.5,79.00000782,0,0,0,0,0,0,16.7931033,7149.07026,247.7241716,-162.2069418,290.5174331
80,19.5,79.00000782,0,0,0,0,0,0,18.41378197,6623.174492,232.1035041,-146.9311177,273.1379382
81,22.5,79.00000782,0,0,0,0,0,0,20.43332854,6199.834138,221.9666781,-133.5666985,320.3998041
82,25.5,79.00000782,0,0,0,0,0,0,20.8888921,6078.83453,218.9444862,-132.6667578,344.5001145
83,28.5,79.00000782,0,0,0,0,0,0,21.99998623,5775.600571,210.2000138,-115.1999765,350.3999385
84,31.5,79.00000782,0,0,0,0,0,0,21.25,5936.249238,213.9999834,-123.4999832,323.5000659
85,34.5,79.00000782,0,0,0,0,0,0,21,6077.998799,217.9999333,-133.9998665,325
86,46.5,79.00000782,0,0,0,0,0,0,22,7459.998134,276.7499468,-187.7498151,265.9997095
87,49.5,79.00000782,0,0,0,0,0,0,22,7846.711456,289.8570301,-199.1426009,260.856733
88,52.5,79.00000782,0,0,0,0,0,0,21.8333328,8416.164562,305.2499691,-212.8334015,248.6669184
89,55.5,79.00000782,0,0,0,0,0,0,21,9207.829178,325.4998746,-235.6664227,259.499579
90,58.5,79.00000782,0,0,0,0,0,0,20.00001237,10028.83079,349.8332584,-252.1666378,271.1667738
91,61.5,79.00000782,0,0,0,0,0,0,20,9867.002874,343.3334327,-251.6667993,224.6670944
92,91.5,79.00000782,0,0,0,0,0,0,17.79999997,12180.29825,401.8999196,-301.7999569,136.3998429
93,94.5,79.00000782,0,0,0,0,0,0,17.89472732,12336.57839,407.6842039,-313.4209524,169.894474
94,97.5,79.00000782,0,0,0,0,0,0,17.95238111,12411.14365,411.619059,-315.5238039,194.0951471
95,100.5,79.00000782,0,0,0,0,0,0,18.39999546,12353.55192,411.5250418,-307.9249928,211.7749142
96,103.5,79.00000782,0,0,0,0,0,0,19.29411764,11878.35367,394.8824074,-303.7648287,229.5295576
97,106.5,79.00000782,0,0,0,0,0,0,18.40001791,12446.39499,413.7998559,-303.0000175,210.400267
98,-121.5,76.00000782,0,0,0,0,0,0,11.15384759,14000.07695,439.4230771,-340.5384605,87.96152393
99,-118.5,76.00000782,0,1,0,0,0,0,11.54545308,14185.59089,445.9999979,-347.7272773,94.04544726
100,-115.5,76.00000782,0,1,0,0,0,0,11.67857159,14190.08907,447.928565,-350.160714,93.07143948
101,-112.5,76.00000782,0,1,0,0,0,0,12.07692143,14208.61525,449.1153828,-348.3846206,81.88463963
102,-109.5,76.00000782,0,1,0,0,0,0,12.54166537,14191.25024,449.2500071,-343.6666719,67.54168077
103,-106.5,76.00000782,0,1,0,0,0,0,12.78571463,13986.35764,442.9643041,-338.7857224,62.21428544
104,-103.5,76.00000782,0,0,0,0,0,0,13.86666381,14129.93316,452.1999879,-344.7333182,79.4666228
105,-100.5,76.00000782,0,0,0,0,0,0,14.0952381,14110.23832,455.1428594,-346.5714358,102.9047439
106,-97.5,76.00000782,0,0,0,0,0,0,14.61904454,13919.90522,452.6666758,-337.1904939,112.9047267
107,-94.5,76.00000782,0,0,0,0,0,0,14.51612861,13793.75775,448.2258005,-331.306467,122.3871119
108,-91.5,76.00000782,0,0,0,0,0,0,13.88461573,14145.53814,453.5769127,-334.0769295,121.0384567
109,-88.5,76.00000782,0,1,0,0,0,0,13.58620932,14417.65503,458.4482769,-337.9655039,125.6895964
110,-85.5,76.00000782,0,1,0,0,0,0,12.96875016,14353.46923,454.3750134,-340.2187549,151.5312162
111,-82.5,76.00000782,0,1,0,0,0,0,12.52777871,14278.13894,452.722217,-345.583332,190.3610689
112,-79.5,76.00000782,0,1,0,0,0,0,13.33332852,14305.646,454.5833352,-340.6250138,166.5625032
113,-76.5,76.00000782,0,0,0,0,0,0,14.999968,14090.00285,450,-322.0003715,118.0008307
114,-73.5,76.00000782,0,0,0,0,0,0,15.99996229,12472.00582,398.0001051,-281.0005776,106.0009865
115,-70.5,76.00000782,0,0,0,0,0,0,16.18182094,11730.82034,373.0000692,-273.3637065,138.7272589
116,-67.5,76.00000782,0,0,0,0,0,0,15.52631786,11543.47326,368.9999839,-274.6841927,179.5262585
117,-64.5,76.00000782,0,0,0,0,0,0,14.66666112,11656.88928,375.833335,-290.2778149,238.4444699
118,-61.5,76.00000782,0,0,0,0,0,0,13.77777907,11452.66761,373.0555729,-292.7778264,277.666716
119,-58.5,76.00000782,0,0,0,0,0,0,13.51724812,10830.79412,358.8965792,-273.7931008,286.9308946
120,-55.5,76.00000782,0,0,0,0,0,0,12.13888888,10526.25052,349.8055699,-283.4722037,375.6665193
121,-52.5,76.00000782,0,0,0,0,0,0,10.83333408,10549.63914,349.500002,-304.3888697,489.1664678
122,-49.5,76.00000782,0,0,0,0,0,0,10.7777802,10650.41642,351.9444449,-317.6110828,574.7497729
123,-46.5,76.00000782,0,0,0,0,0,0,10.88888646,10727.77802,352.9722334,-332.8055326,694.3608064
124,-43.5,76.00000782,0,0,0,0,0,0,11.02777647,10676.30588,350.0000156,-341.8888781,799.1108631
125,-40.5,76.00000782,0,0,0,0,0,0,11.63888634,10494.55628,344.2222514,-341.3333542,846.5554444
126,-37.5,76.00000782,0,0,0,0,0,0,12.11111,10290.52846,337.6389176,-337.1944562,852.6388061
127,-34.5,76.00000782,0,0,0,0,0,0,12.69444608,10145.7228,332.6111296,-332.5833585,836.2222337
128,-31.5,76.00000782,0,0,0,0,0,0,13.55555199,10112.11155,331.4722163,-330.1111122,802.7223548
129,-28.5,76.00000782,0,0,0,0,0,0,19.88887912,10114.22212,349.3055177,-336.2777842,676.6391446
130,-25.5,76.00000782,0,0,0,0,0,0,19.97222464,10253.77789,353.5277903,-321.6389934,562.3338068
131,-22.5,76.00000782,0,0,0,0,0,0,19.97222147,10193.3338,349.6666922,-264.8056859,315.5004616
132,-19.5,76.00000782,0,0,0,0,0,0,20.16666319,10036.81721,344.2500284,-233.3167384,203.0002111
133,-16.5,76.00000782,0,0,0,0,0,0,21,9220.00198,320.0000508,-202.0000508,206
134,13.5,76.00000782,0,0,0,0,0,0,18.50003047,6336.498247,222.9998577,-122.0000051,411.0008445
135,16.5,76.00000782,0,0,0,0,0,0,18.49999301,6407.002048,225.6000747,-129.9001296,337.8004466
136,22.5,76.00000782,0,0,0,0,0,0,21.99997747,5851.334105,214.9999577,-112.666938,361.0006247
137,55.5,76.00000782,0,0,0,0,0,0,22.39998521,9019.596376,337.5998787,-196.3997258,327.399378
138,58.5,76.00000782,0,0,0,0,0,0,21.25,9863.308209,364.6873814,-230.9373047,357.0623562
139,61.5,76.00000782,0,0,0,0,0,0,20,10094.62549,362.5625514,-238.8750856,295.8753705
140,64.5,76.00000782,0,0,0,0,0,0,20.07692306,9716.924065,346.7692363,-230.0770127,237.3080221
141,67.5,76.00000782,0,0,0,0,0,0,20.15383986,9221.540095,333.3846534,-226.538478,216.5385389
142,82.5,76.00000782,0,0,0,0,0,0,17,11227.99782,365.3332481,-259.1666401,228.1666889
143,85.5,76.00000782,0,0,0,0,0,0,17,12498.59703,416.7998767,-272.3999658,242.4000338
144,88.5,76.00000782,0,1,0,0,0,0,17,12914.15166,434.0768529,-284.6153062,232.38454
145,91.5,76.00000782,0,1,0,0,0,0,17,13364.06076,452.2499438,-295.9374161,243.8124312
146,94.5,76.00000782,0,1,0,0,0,0,17,13618.24824,462.0416282,-302.6249617,243.8333114
147,97.5,76.00000782,0,1,0,0,0,0,17.11538795,13738.61509,466.6922877,-304.3461526,243.1923264
148,100.5,76.00000782,0,1,0,0,0,0,17.42856879,13652.85749,463.2143093,-304.3571242,250.7856179
149,103.5,76.00000782,0,1,0,0,0,0,18.05555346,13194.19448,445.9722298,-302.6944396,252.555581
150,106.5,76.00000782,0,1,0,0,0,0,17.42858717,13638.0523,458.9427086,-312.7141774,244.5142995
151,109.5,76.00000782,0,1,0,0,0,0,16.10000923,14669.79519,490.7998649,-333.2333089,235.3668848
152,112.5,76.00000782,0,1,0,0,0,0,15.2608656,15488.34397,515.0433615,-337.5217362,199.7393867
153,136.5,76.00000782,0,0,0,0,0,0,20.8333341,13582.17372,454.1668573,-313.1667289,150.8333797
154,139.5,76.00000782,0,0,0,0,0,0,21.7894739,12955.52843,436.7895602,-304.2105522,121.5791275
155,142.5,76.00000782,0,0,0,0,0,0,21.16667811,12648.77793,424.7778309,-302.3333284,100.9444887
156,145.5,76.00000782,0,0,0,0,0,0,19.66670049,13007.32907,432.9998598,-308.9999845,104.3332869
157,148.5,76.00000782,0,0,0,0,0,0,17.76923942,14073.91846,461.6152297,-323.9230129,113.5385044
158,151.5,76.00000782,0,0,0,0,0,0,17.5,14508.2475,474.2499211,-331.0000012,110.0000766
159,-124.5,73.00000782,0,1,0,0,0,0,12.67857105,13255.53609,420.2500077,-300.499989,114.6785372
160,-121.5,73.00000782,0,1,0,0,0,0,12.77777697,13253.83329,425.7083222,-307.7777844,125.5138761
161,-118.5,73.00000782,0,1,0,0,0,0,12.54545654,13690.51492,442.5151428,-318.0302906,129.2424279
162,-115.5,73.00000782,0,1,0,0,0,0,13.11110991,13871.51846,447.6296289,-323.0370375,123.6296503
163,-112.5,73.00000782,0,1,0,0,0,0,12.82608696,14028.47808,447.7391319,-329.9130403,102.5217445
164,-109.5,73.00000782,0,1,0,0,0,0,12.93750137,14259.24954,455.2499844,-329.2500102,90.68750791
165,-106.5,73.00000782,0,1,0,0,0,0,13,14296.25907,456.9629538,-328.7777803,80.81481198
166,-103.5,73.00000782,0,1,0,0,0,0,13.4,14255.59987,457.5999945,-330.0000067,82.39998071
167,-100.5,73.00000782,0,0,0,0,0,0,14.44000098,14208.44014,461.3599946,-333.8000001,98.71996525
168,-97.5,73.00000782,0,0,0,0,0,0,14.96153925,14178.077,464.3461487,-332.4230908,114.7307372
169,-94.5,73.00000782,0,1,0,0,0,1,14.61538501,14002.46121,458.2692256,-327.1923062,138.8076304
170,-91.5,73.00000782,0,0,0,0,0,0,14.07692266,13945.38459,452.6923107,-326.6153808,144.0000028
171,-88.5,73.00000782,0,1,0,0,0,1,14.30769159,13824.0007,449.9230999,-315.0769187,146.6153091
172,-85.5,73.00000782,0,1,0,0,0,1,14.7000007,13293.86773,435.8000169,-301.6000076,160.4998841
173,-82.5,73.00000782,0,1,0,0,0,1,13.46428937,13373.07016,439.4999684,-313.1070865,216.1070053
174,-79.5,73.00000782,0,1,0,0,0,1,14.00000044,13918.24934,452.8928482,-325.5713601,210.8569383
175,-76.5,73.00000782,0,1,0,0,0,1,13.89473426,13816.94884,447.947404,-326.8948092,228.4211753
176,-73.5,73.00000782,0,1,0,0,0,1,14.99999341,13027.00176,428.0000264,-295.8001374,195.4003158
177,-58.5,73.00000782,0,0,0,0,0,0,15.00003841,9918.000269,337,-224.9998848,227.9994238
178,-55.5,73.00000782,0,0,0,0,0,0,14.93334533,9295.333619,320.0666738,-212.8332389,282.8329316
179,-52.5,73.00000782,0,0,0,0,0,0,12.6111184,9532.471522,324.2777617,-255.4999131,474.2495577
180,-49.5,73.00000782,0,0,0,0,0,0,11.86111293,9906.388352,332.9722169,-285.6388458,638.8885258
181,-46.5,73.00000782,0,0,0,0,0,0,11.66666769,10052.0279,335.1666784,-305.7777468,818.9717633
182,-43.5,73.00000782,0,0,0,0,0,0,11.63888964,9929.972963,329.8611273,-316.666664,988.6662455
183,-40.5,73.00000782,0,0,0,0,0,0,11.38888751,9676.695284,320.6111423,-322.7222193,1129.277423
184,-37.5,73.00000782,0,0,0,0,0,0,11.55555689,9387.528902,310.5000385,-324.388904,1210.888709
185,-34.5,73.00000782,0,0,0,0,0,0,12.27777649,9079.001222,300.4167098,-315.3333738,1179.000067
186,-31.5,73.00000782,0,0,0,0,0,0,14.11109517,8850.08424,294.6111154,-298.7778316,1061.167074
187,-28.5,73.00000782,0,0,0,0,0,0,21.77776386,8605.139934,304.7222416,-275.2501621,784.5564835
188,-25.5,73.00000782,0,0,0,0,0,0,21.80555824,8655.028479,305.3611412,-239.0835533,571.1676942
189,-22.5,73.00000782,0,0,0,0,0,0,21.51612728,8825.629895,310.467757,-215.7904501,387.5166231
190,-19.5,73.00000782,0,0,0,0,0,0,21.28570003,9038.573321,316.8572156,-211.0001947,287.4290621
191,19.5,73.00000782,0,0,0,0,0,0,24.00006235,4736.996571,176.9998753,-79,420
192,52.5,73.00000782,0,0,0,0,0,0,24.3571545,7936.280951,312.2855478,-155.7854863,361.2852957
193,55.5,73.00000782,0,0,0,0,0,0,22.79311673,8812.254022,337.8101954,-183.7412716,364.258605
194,58.5,73.00000782,0,0,0,0,0,0,21.55557211,9639.441557,361.6665668,-202.7779573,326.3340744
195,67.5,73.00000782,0,1,0,0,0,0,19,11104.99877,385.333311,-224,227.6666073
196,70.5,73.00000782,0,1,0,0,0,0,18.33334131,11052.04585,376.3809327,-232.2380294,233.4284454
197,73.5,73.00000782,0,1,0,0,0,0,17.49999944,11447.39775,383.099928,-243.9999253,271.8997887
198,76.5,73.00000782,0,1,0,0,0,0,16.45454545,11849.17952,392.3635848,-249.3636213,313.9089549
199,79.5,73.00000782,0,1,0,0,0,0,16,12144.05691,399.2646404,-252.5293783,348.1174754
200,82.5,73.00000782,0,1,0,0,0,0,16,12614.32981,417.9581932,-263.249955,351.416753
201,85.5,73.00000782,0,1,0,0,0,0,16.25714083,13147.9965,441.8855656,-270.9999617,305.0000839
202,88.5,73.00000782,0,1,0,0,0,0,16.69444488,13705.69158,466.4165467,-280.6943927,297.4166378
203,91.5,73.00000782,0,1,0,0,0,0,17,14132.94216,484.7221272,-291.6943771,300.638824
204,94.5,73.00000782,0,1,0,0,0,0,17,14551.83085,500.5554499,-302.2499507,301.9444085
205,97.5,73.00000782,0,1,0,0,0,0,17,14951.27585,514.3054865,-309.9721587,288.2499458
206,100.5,73.00000782,0,1,0,0,0,1,16.6944417,15322.83104,526.1110499,-313.5555237,273.5555315
207,103.5,73.00000782,0,1,0,0,0,1,16.38888367,15463.69407,529.2777945,-316.6388603,267.1944694
208,106.5,73.00000782,0,1,0,0,0,1,16.29411735,15523.85154,528.5881991,-321.2352635,252.500064
209,109.5,73.00000782,0,1,0,0,0,1,15.50000845,16073.14363,542.38226,-328.2646553,234.9412466
210,112.5,73.00000782,0,1,0,0,0,1,14.7353022,16737.67301,558.7058038,-339.8234815,218.1177747
211,115.5,73.00000782,0,1,0,0,0,1,14.00000355,17438.38235,576.8845637,-353.2691571,202.9615698
212,118.5,73.00000782,0,1,0,0,0,1,14,17767.65148,584.0869411,-361.1304199,195.1304475
213,121.5,73.00000782,0,1,0,0,0,1,14,17974.72118,587.9999895,-366.722187,222.3331353
214,124.5,73.00000782,0,1,0,0,0,1,14.5172381,17965.89478,585.5516722,-370.1378911,252.2756372
215,127.5,73.00000782,0,1,0,0,0,1,15.20832977,18298.5823,593.8333092,-376.6250133,251.2920121
216,130.5,73.00000782,0,1,0,0,0,1,16,18460.10299,597.8000482,-379.0000149,209.9002227
217,133.5,73.00000782,0,1,0,0,0,1,17,18630.34298,601.6669531,-383.0001922,201.6667897
218,136.5,73.00000782,0,0,0,0,0,0,19.9999506,15279.50569,502.5001978,-336.5002472,172.5003462
219,139.5,73.00000782,0,1,0,0,0,1,20.42857143,14729.43173,486.2143739,-324.6429144,128.7857086
220,142.5,73.00000782,0,1,0,0,0,1,20.500008,13955.09314,462.3215531,-312.3572339,124.9642925
221,145.5,73.00000782,0,1,0,0,0,1,17.83337721,14787.07776,482.4998685,-317.7499316,151.8331851
222,148.5,73.00000782,0,1,0,0,0,1,15.81817349,15634.99546,504.9089399,-326.5453787,169.0000157
223,151.5,73.00000782,0,0,0,0,0,0,16,16030.5014,518.5000517,-333,165.0001033
224,-178.5,70.00000782,0,1,0,0,0,1,16.91666709,11046.16685,363.2500046,-253.8333256,203.9999663
225,-166.5,70.00000782,0,1,0,0,0,1,16,11263.00012,375.0000037,-223.3333393,219.999978
226,-163.5,70.00000782,0,1,0,0,0,1,15.91666713,11767.91668,386.7499977,-228.5833415,184.4999887
227,-160.5,70.00000782,0,1,0,0,0,1,16.11538387,12106.73069,395.1153785,-243.0384574,170.2307345
228,-157.5,70.00000782,0,1,0,0,0,1,16.68749875,12522.06184,412.3749679,-258.9999878,164.9374613
229,-154.5,70.00000782,0,1,0,0,0,1,17.61290283,14200.70845,487.9354282,-291.838693,169.12899
230,-151.5,70.00000782,0,1,0,0,0,1,18.38461332,15368.92325,543.115388,-309.2692421,166.6537912
231,-148.5,70.00000782,0,1,0,0,0,1,20.33333282,14585.66722,510.7500217,-288.0833356,178.7916429
232,-145.5,70.00000782,0,1,0,0,0,1,18.79999998,13803.40037,467.5000133,-295.8499665,152.7499952
233,-142.5,70.00000782,0,1,0,0,0,1,17.83333142,13096.61051,440.6110756,-290.6666414,148.5555332
234,-139.5,70.00000782,0,1,0,0,0,1,18.33333282,13663.6655,465.6666271,-277.0833343,183.4999417
235,-136.5,70.00000782,0,1,0,0,0,1,16.55555704,14223.55441,472.7777509,-260.6666589,208.1110915
236,-133.5,70.00000782,0,1,0,0,0,1,15.4285691,14666.99934,476.9285434,-270.4285689,176.6428159
237,-130.5,70.00000782,0,1,0,0,0,1,15.26315555,14420.84193,469.5263025,-275.5263113,146.9473327
238,-127.5,70.00000782,0,1,0,0,0,1,15.36842037,14051.89478,454.6842167,-278.5789353,151.5788909
239,-124.5,70.00000782,0,1,0,0,0,1,14.70588262,13377.29491,429.5294259,-279.2352713,177.7058304
240,-121.5,70.00000782,0,1,0,0,0,1,15.19047588,12937.33335,425.4761837,-278.6666636,179.9523432
241,-118.5,70.00000782,0,1,0,0,0,1,15.5333299,13589.26584,451.4666401,-286.1999962,178.9999958
242,-115.5,70.00000782,0,1,0,0,0,1,15.52941359,13810.20575,450.8235437,-301.0588244,162.5882603
243,-112.5,70.00000782,0,1,0,0,0,0,14.20000068,14030.91356,450.62855,-312.0285705,121.8857504
244,-109.5,70.00000782,0,1,0,0,0,0,13.66666578,14601.66599,470.8610803,-318.5555574,108.8055524
245,-106.5,70.00000782,0,1,0,0,0,1,13.3611104,14856.13866,479.3888765,-323.6666575,115.5555242
246,-103.5,70.00000782,0,1,0,0,0,0,13.7999992,14726.36698,475.1333413,-325.3000021,112.6666899
247,-100.5,70.00000782,0,1,0,0,0,0,14.74999648,14611.24994,474.7499879,-328.6249936,104.6249912
248,-97.5,70.00000782,0,1,0,0,0,1,15.61904579,15022.18978,496.714256,-338.4761715,122.8094588
249,-94.5,70.00000782,0,1,0,0,0,1,14.42857242,15027.42815,492.4142738,-340.2142921,147.8570992
250,-91.5,70.00000782,0,1,0,0,0,1,14.31817817,14768.61476,485.5000211,-325.9545937,163.477261
251,-88.5,70.00000782,0,1,0,0,0,1,14.78947484,13739.36947,454.2631898,-302.4210733,155.1578773
252,-85.5,70.00000782,0,1,0,0,0,1,14.79310259,13173.89667,439.7241351,-293.7586096,176.9998817
253,-82.5,70.00000782,0,1,0,0,0,1,14.86110891,13373.38828,448.1944291,-302.0555279,227.1943737
