"X_WGS84" "Y_WGS84" "VulpesVulpes" "bio3" "bio4" "bio7" "bio11" "bio12"
"737" -126.75 70.750007823 1 14.999999999898 13686.0005447047 439 -279.000000000204 127.999999999592
"756" -96.75 70.750007823 1 15 14689.0002985512 483.000028084183 -337.249930610894 129.499807057807
"757" -95.25 70.750007823 1 14.333336297366 14707.4439627073 481.222219953458 -341.444434587496 145.888821298866
"758" -93.75 70.750007823 1 13.7777771085304 14669.6663284697 476.777763487848 -340.55557451297 158.555547602205
"759" -92.25 70.750007823 1 14.0000000000341 14686.9000685975 478.999987780591 -329.800045028504 151.70003114258
"762" -87.75 70.750007823 1 14.88888955819 13558.2232407933 448.00003455986 -299.333354672642 149.222208775641
"763" -86.25 70.750007823 1 14.6666712647979 13263.6674922022 439.66668939653 -296.444451615434 165.333237311328
"764" -84.75 70.750007823 1 14.7777777777778 13096.3333358376 437.22221027922 -292.444449555402 179.333300624563
"765" -83.25 70.750007823 1 14.4444397594338 13228.6656719208 442.222199413991 -298.777739037022 212.777618494784
"766" -81.75 70.750007823 1 14.3333333333327 13454.666101017 447.888881509228 -306.111085069524 227.222189644
"767" -80.25 70.750007823 1 14.6666666666667 13467.3337125458 445.000024190189 -306.333344485477 202.000078021105
"768" -78.75 70.750007823 1 14.4444514850275 13437.6670336783 441.000020652649 -305.666663433409 189.444404226642
"769" -77.25 70.750007823 1 14.1111139968686 13443.0005762405 440.111134771165 -309.555537693691 209.444314106957
"770" -75.75 70.750007823 1 14.111106782446 13289.112196718 435.888925474104 -306.444493085815 224.333354846587
"771" -74.25 70.750007823 1 14.1111117977972 13018.2234233225 428.111144940952 -305.222218511129 250.444244205122
"772" -72.75 70.750007823 1 14.7777753352815 12646.7792341361 418.666694438088 -296.888947943068 252.222235398929
"773" -71.25 70.750007823 1 15.9999828677873 12325.6265341575 410.500010443648 -288.750145800274 251.125330725534
"774" -69.75 70.750007823 1 16.9999953062966 12144.0005641749 404.333352695073 -284.000048410478 255.000102804748
"775" -68.25 70.750007823 1 18.0000137161297 11882.3353214018 397.000054916816 -269.333354794826 228.666565805184
"880" -179.25 69.250007823 1 17 11591.0001728098 388.000002998808 -253.666660825484 309.666620876051
"881" -165.75 69.250007823 1 16 11263.0001220009 375.000003676831 -223.333339252588 219.999977952107
"882" -164.25 69.250007823 1 16 11507.6667817704 381.333324545633 -221.666682025737 204.333332968003
"883" -162.75 69.250007823 1 16 11836.1249915433 388.249999833793 -230.000006473492 181.374982505689
"884" -161.25 69.250007823 1 16.1111103722723 12003.4444131458 392.666660695188 -238.777771015255 180.77773487299
"885" -159.75 69.250007823 1 16.3333325771152 12193.2220993158 398.555547089392 -245.444436386776 182.888839569211
"886" -158.25 69.250007823 1 16.8888867245434 12470.9996045318 409.444423704924 -253.666651785694 184.222183263688
"887" -156.75 69.250007823 1 17.5555532868995 13003.7768361204 432.666625665726 -265.333311246504 189.999937416093
"888" -155.25 69.250007823 1 18.0000008605096 13925.1098660286 474.444384929252 -282.444426156154 194.444381956189
"889" -153.75 69.250007823 1 18.3333326292693 14921.2212529257 520.777729840579 -302.444427599101 189.333287551274
"890" -152.25 69.250007823 1 18.2222224829725 15612.4442530277 553.222212182831 -315.333334837145 174.888830007771
"891" -150.75 69.250007823 1 19.3333288221094 15220.334315468 538.888920789089 -300.000028266905 185.666588054499
"892" -149.25 69.250007823 1 20.777775283121 14734.0007178591 520.333358836068 -287.777793015112 193.888840142875
"893" -147.75 69.250007823 1 20.7777789164393 14417.3339027744 502.444467070089 -287.555538136411 182.555546810822
"894" -146.25 69.250007823 1 19.4444453310264 14069.6671125104 479.66668658024 -294.555523394529 160.222223456245
"895" -144.75 69.250007823 1 18.222221283457 13481.1113682032 452.888893886687 -300.555513163586 147.5555436993
"896" -143.25 69.250007823 1 17.5555545037525 13045.7771559952 436.777742791574 -294.999967838729 145.777762253497
"897" -141.75 69.250007823 1 18.1111083382973 13147.4438652986 444.444408441397 -286.333314984041 151.3333041363
"898" -140.25 69.250007823 1 18.6666635114254 13524.6649022207 460.99994367452 -284.833329291227 170.166612870743
"899" -138.75 69.250007823 1 18.0000021252115 13802.6660967725 470.333310477152 -269.333339317679 196.833270436711
"900" -137.25 69.250007823 1 17.3333377923659 13858.6661257089 470.666668830907 -258.333322250868 228.333284804674
"901" -135.75 69.250007823 1 16.1666666666667 14405.9985573593 473.833291871745 -261.833327270563 197.999994784521
"902" -134.25 69.250007823 1 15.7142838591304 14692.9991639695 478.285680199803 -267.857136341865 183.714230629367
"903" -132.75 69.250007823 1 15.1428543377664 14640.9995195093 475.571406611043 -273.000001553419 169.571401179396
"904" -131.25 69.250007823 1 15.1111111111003 14533.1107258102 473.11108772038 -275.333334202527 153.444416055514
"905" -129.75 69.250007823 1 15.5555506010493 14364.1110573372 468.11110652139 -275.666656218718 144.333286395496
"906" -128.25 69.250007823 1 15.5555541126467 14194.3330704668 460.777774709116 -277.111096273597 146.777717966713
"907" -126.75 69.250007823 1 15.375 13980.375310584 451.625014853493 -280.124992167287 163.749935881021
"908" -125.25 69.250007823 1 14.8749983571841 13560.5006413777 434.750011313733 -278.374987434454 176.624959105383
"909" -123.75 69.250007823 1 14.8571428571429 13302.2862403961 429.142857086769 -277.142836233281 185.857092722944
"910" -122.25 69.250007823 1 15.2222222396067 12976.000696854 425.555566498852 -276.555534059886 187.444403626031
"911" -120.75 69.250007823 1 15.9999990500821 12865.999560305 428.857123936765 -275.571424145758 194.571359170797
"912" -119.25 69.250007823 1 15.8333322250751 13315.6652105361 443.499962058827 -276.666656900936 197.500023116238
"913" -117.75 69.250007823 1 16.9999951693492 13733.7498863914 457.499996988216 -282.749993311325 183.249979503404
"914" -116.25 69.250007823 1 17.0000050262077 13833.1249600435 456.625020163477 -290.374998680012 179.24996655694
"915" -114.75 69.250007823 1 16.1111103896713 13837.9999101844 450.000021173982 -294.111102184477 170.000064529915
"921" -105.75 69.250007823 1 13.5555548341347 15066.7774695012 487.222214460118 -323.555541804582 131.666629463989
"928" -95.25 69.250007823 1 14.9999992079643 15342.9996855438 506.562495516332 -339.812495633899 138.62495907645
"929" -93.75 69.250007823 1 14.6666689265742 15424.6661084192 506.666640755262 -339.000019452941 147.33327541789
"930" -92.25 69.250007823 1 14.5555465853467 15028.2236981499 494.555583987405 -331.444482298575 162.666616869236
"931" -90.75 69.250007823 1 14.2857143527932 14544.0014322632 480.142891563705 -317.714356533889 173.714306645859
"932" -89.25 69.250007823 1 14.5000053978415 13975.5013339842 464.250048032688 -304.500017855866 178.249971583051
"933" -87.75 69.250007823 1 15 13689.0014043655 457 -299.000008761645 173.999997574449
"935" -84.75 69.250007823 1 14.8888815093063 13154.6660685458 441.666646726986 -293.999948699042 191.777525271379
"936" -83.25 69.250007823 1 15.1111069910348 13324.7772084417 449.11108189676 -299.666655558059 228.444362616443
"937" -81.75 69.250007823 1 15.5555555555333 13485.4441202824 453.555553738894 -303.666631750486 240.333324093822
"940" -77.25 69.250007823 1 14.999998732715 12994.9997264403 430.399993569713 -284.200020151994 177.799932128415
"941" -75.75 69.250007823 1 14.9999985918601 12936.4452013643 431.222220866295 -281.444477613825 198.444409085383
"942" -74.25 69.250007823 1 15.1111089989246 12734.7790477104 426.777818239583 -278.444457126601 215.444315080232
"943" -72.75 69.250007823 1 15.2222207271618 12415.3349632824 418.444463880149 -281.000026545995 246.999958208651
"944" -71.25 69.250007823 1 15.9999955322616 12088.2234443706 410.555588881147 -274.000058984678 244.444537040632
"945" -69.75 69.250007823 1 15.8888943909093 12007.5558643841 402.555602188738 -284.999945892653 295.888620818877
"946" -68.25 69.250007823 1 16.444439820275 11698.5577748662 390.777844994015 -269.555708258726 262.111544290933
"947" -66.75 69.250007823 1 16.333347258071 11300.6689831919 377.333412553414 -251.666763123477 222.000149913461
"1075" -179.25 67.750007823 1 17 11381.5557481838 383.888897224724 -250.66667726247 351.999945682308
"1076" -177.75 67.750007823 1 17 10721.2224001429 361.444448486308 -225.222231940108 360.444403990839
"1077" -176.25 67.750007823 1 17.1666655323308 10251.6669161938 346.500007392717 -208.166677123398 360.166617564289
"1078" -174.75 67.750007823 1 17.4999956191349 9990.50030361043 338.500016545597 -198.500016545603 358.499944926008
"1079" -165.75 67.750007823 1 16.6666651803126 11164.0000425586 373.333333411611 -212.333362799857 235.666638738481
"1080" -164.25 67.750007823 1 16.999998055421 11381.99999942 378.428573071395 -207.714310066175 232.71424781753
"1081" -162.75 67.750007823 1 16.7777791511339 11698.5553622953 385.555555155738 -212.000014472643 222.666642780383
"1082" -161.25 67.750007823 1 17.000000495434 11974.5553051265 393.444439229157 -223.777784488298 228.555504245524
"1083" -159.75 67.750007823 1 17.5555525828408 12337.7774018675 404.777763948556 -235.111119533968 234.333293340438
"1084" -158.25 67.750007823 1 17.8888881326736 12907.1099173887 424.111071987681 -247.111133015585 240.777750944978
"1085" -156.75 67.750007823 1 18.6666659104434 13501.6655174595 450.777732839317 -268.555555816344 262.5555015769
"1086" -155.25 67.750007823 1 19.5555563465295 14043.5549611595 481.444409006562 -295.99997915629 296.999895824006
"1087" -153.75 67.750007823 1 20.666665893053 14767.2215086703 516.777746303646 -306.333336558105 302.888805886725
"1088" -152.25 67.750007823 1 20.7777779689963 14970.5559954064 526.777796213897 -296.666705711979 285.222150658955
"1089" -150.75 67.750007823 1 21.1111073213488 14532.6675923729 512.222248333543 -283.777798813103 276.666601031645
"1090" -149.25 67.750007823 1 22.7777778125387 14314.5562943262 511.222247681499 -280.777764991861 265.222187835632
"1091" -147.75 67.750007823 1 22.8888873764423 14549.3315925031 512.888848000893 -276.888948630231 235.33335184719
"1092" -146.25 67.750007823 1 20.3333380096988 15047.3319735825 511.888867375614 -285.33332544967 185.888918320191
"1093" -144.75 67.750007823 1 19.555554008357 15130.9990790856 506.444415125331 -287.77778631369 160.000005362841
"1094" -143.25 67.750007823 1 19.6666638591012 14648.6658525661 493.888852859484 -281.44447102512 164.99996969039
"1095" -141.75 67.750007823 1 19.5555576764246 14639.5539640332 501.666590523126 -280.555559145491 183.999940519513
"1096" -140.25 67.750007823 1 18.8888902535337 15329.998458284 531.555486452702 -286.999984128094 214.333247141847
"1097" -138.75 67.750007823 1 19.1111038271002 14918.5561849229 515.666680269384 -274.333373091183 241.999941736128
"1098" -137.25 67.750007823 1 18.3333340634538 13962.8889947772 476.444458403933 -257.000046876643 261.111048536106
"1099" -135.75 67.750007823 1 17.1111110850397 14616.552712034 492.222119663543 -263.111095152589 265.444355514563
"1100" -134.25 67.750007823 1 17.333331003834 15582.6663654871 523.888860491356 -269.555561874685 273.666577006547
"1101" -132.75 67.750007823 1 17.5555588411465 15345.1114346534 516.555549722808 -272.66666342452 251.111119020271
"1102" -131.25 67.750007823 1 17.3333302736834 15188.1107347486 510.44441558637 -276.666660886351 222.111089354066
"1103" -129.75 67.750007823 1 17.1111097464138 15328.5547880515 512.444412822137 -281.555540552903 210.888834753743
"1104" -128.25 67.750007823 1 16.9999940632765 15287.7776185189 507.333323936709 -283.222218302011 210.777717027918
"1105" -126.75 67.750007823 1 17.1111079645408 14767.666992773 486.666678131312 -279.111121080951 217.222151528611
"1106" -125.25 67.750007823 1 16.5555547819478 14317.2227240297 468.666669274022 -275.444443653466 221.444390926547
"1107" -123.75 67.750007823 1 16.000001938331 13954.555883996 457.555547123879 -272.333338314024 222.44440023601
"1108" -122.25 67.750007823 1 16 13644.2220013484 451.666647091719 -269.111118795049 219.888881404621
"1109" -120.75 67.750007823 1 16 13486.9994450687 449.888871773809 -268.555559658358 219.777754665163
"1110" -119.25 67.750007823 1 15.8888888888889 13641.9989699838 454.111081601064 -269.666683755632 224.111127469861
"1111" -117.75 67.750007823 1 16.5555586673259 13872.5551338956 462.333320068956 -273.222211574535 219.444394821017
"1112" -116.25 67.750007823 1 17.4444422453663 14031.7773101296 467.666636400624 -275.444472954604 229.777734838053
"1113" -114.75 67.750007823 1 16.4444497900807 14076.7775297882 464.333342937917 -279.555533486335 226.222242839608
"1114" -113.25 67.750007823 1 15.8888850556761 14165.6103375029 460.722189231063 -291.388867519322 172.222234442678
"1115" -111.75 67.750007823 1 15.2222277416998 14501.3323324227 472.222188383581 -300.999966057277 153.555511990394
"1116" -110.25 67.750007823 1 15 14862.4435765443 486.888849383145 -307.333333559228 148.888895025055
"1117" -108.75 67.750007823 1 14.7777777777778 15150.6660990531 498.444424904462 -308.000003198676 139.66664564001
"1118" -107.25 67.750007823 1 14.3333333333153 15234.4442508515 498.888889862254 -313.11109230145 146.777735446903
"1119" -105.75 67.750007823 1 14 15240.5555447679 497.000004615451 -317.222218606313 152.555536832483
"1120" -104.25 67.750007823 1 14 15165.7503098351 494.000015811925 -318.50000140817 147.250019987333
"1121" -102.75 67.750007823 1 14.8333321468736 15001.3334903649 488.999994510878 -320.166661503529 138.333334389304
"1122" -101.25 67.750007823 1 15 14966.713731266 489.428529575839 -324.428554776897 129.142836914694
"1123" -99.75 67.750007823 1 15.6249896542286 15171.3741384991 499.999963310422 -330.99997936704 131.12497110383
"1124" -98.25 67.750007823 1 16 15437.9990784405 513.333283536037 -337.222203821022 136.666583039616
"1125" -96.75 67.750007823 1 16 15636.7769285376 521.222196754156 -340.333331247271 146.666630550599
"1126" -95.25 67.750007823 1 15.7142867312751 15719.143182295 523.428586325515 -341.714273309367 163.714179009554
"1127" -93.75 67.750007823 1 15 15606.3340405544 518.666684007622 -343.222225803258 179.111010933838
"1128" -92.25 67.750007823 1 14.6666728206719 15147.223878492 501.555615748583 -336.333369979352 197.999896719818
"1129" -90.75 67.750007823 1 14.4444343616523 14581.8900169043 483.666689926939 -321.111198814387 205.777826157324
"1130" -89.25 67.750007823 1 14.2222222222221 14062.3348224841 468.333372056798 -309.888905725387 209.444412274279
"1131" -87.75 67.750007823 1 14.9999948815954 13656.5728161972 458.42860236251 -295.285782199695 182.714451671198
"1132" -86.25 67.750007823 1 14.9999990906021 13317.8754543431 449.25002966836 -291.249941826724 183.124830388729
"1133" -84.75 67.750007823 1 14.9999976444087 13247.1107146288 448.555528888019 -298.222200848543 219.333167209732
"1134" -83.25 67.750007823 1 15.5555521743173 13310.6666303584 452.777764539632 -302.666661790415 251.444379140296
"1135" -81.75 67.750007823 1 16.571422167823 13244.5715936622 450.571443714412 -298.28574228055 243.142963198805
"1140" -72.75 67.750007823 1 16 12144.4295101589 416.285731630302 -256.857159251845 218.428483398528
"1141" -71.25 67.750007823 1 16.0000037810493 11936.0005793751 410.666685519948 -259.111090850052 245.222069102227
"1142" -69.75 67.750007823 1 16 11838.1117270863 403.000039862106 -266.111081940318 281.777585368185
"1143" -68.25 67.750007823 1 15.1111212200666 11587.3348526996 388.44452751499 -268.888905117139 313.888801124259
"1144" -66.75 67.750007823 1 13.8888903665113 11180.7794960983 370.333392361566 -270.333363156092 355.777686093377
"1145" -65.25 67.750007823 1 13.8571488919918 10932.8585400423 363.571443826169 -263.571527619082 358.14311035248
"1276" -179.25 66.250007823 1 17 11080.6254255709 376.875009856973 -223.875012976398 377.62496791594
"1277" -177.75 66.250007823 1 17.3333342720898 10374.0004640684 354.222234486929 -211.22223762484 418.999950489147
"1278" -176.25 66.250007823 1 17.8888871069861 9914.00045302066 339.222231714116 -197.55556358717 437.111023606553
"1279" -174.75 66.250007823 1 18 9636.62543221053 330.500010336128 -185.500016917246 439.249904784305
"1280" -173.25 66.250007823 1 18.1111092075173 9563.22264183058 327.22223200966 -183.77780698364 388.777688334605
"1281" -171.75 66.250007823 1 17.8749981420403 9575.87555309595 325.750015773114 -195.500003197772 330.624909888751
"1282" -170.25 66.250007823 1 17.2499995892768 9818.24996753732 332.750000801941 -198.000015294009 326.999984881933
"1283" -167.25 66.250007823 1 17.9999960885254 10117.3337776789 348.666674150671 -179.000003937545 389.999912695571
"1284" -165.75 66.250007823 1 19.333330086802 10338.0004433566 353.833345954474 -177.333329539184 350.83326969321
"1285" -164.25 66.250007823 1 19.4999962319282 10781.5003236276 364.000009765768 -178.500000273823 327.166584707514
"1286" -162.75 66.250007823 1 18.3999985449221 11428.4002926445 379.800008902592 -189.999981459671 302.599897190347
"1287" -161.25 66.250007823 1 18.3333333333333 11879.7779362121 391.444445357188 -196.555559753953 290.666596363975
"1288" -159.75 66.250007823 1 18.5555555381713 12438.4440214519 407.555539961878 -211.11111565729 281.777742113599
"1289" -158.25 66.250007823 1 18.7777784644309 13225.3328654971 435.222201082948 -229.444424643808 290.444376002013
"1290" -156.75 66.250007823 1 19.2222189018235 14049.2216791453 468.666642502497 -245.999988682897 313.999921196621
"1291" -155.25 66.250007823 1 20.3333341764723 14748.7767727913 502.111077229125 -257.222249107242 357.77768749218
"1292" -153.75 66.250007823 1 22.1111085295399 15246.5553087788 530.333316748846 -267.444469243375 401.888830346669
"1293" -152.25 66.250007823 1 22.3333341764791 15140.5568201929 529.111157118671 -257.111147974697 344.777783696941
"1294" -150.75 66.250007823 1 21.7777751266681 14514.1115029178 509.777774257658 -245.444453066953 331.333323145824
"1295" -149.25 66.250007823 1 22.8888878197645 14675.6661696194 518.222218423681 -243.111149156926 296.888910419131
"1296" -147.75 66.250007823 1 21.5555602406393 15005.2217292329 518.000016011108 -245.555556876932 271.555564160574
"1297" -146.25 66.250007823 1 20.3333356628328 15747.1106182559 536.111087903315 -258.222212521875 229.333361243357
"1298" -144.75 66.250007823 1 20.4444428103066 16129.3344386393 549.333342581772 -268.444444218556 194.111114717937
"1299" -143.25 66.250007823 1 21.2222197623235 15474.1120162493 538.111109685437 -266.000005389192 196.111090023733
"1300" -141.75 66.250007823 1 21.3333325249567 15198.7778488016 536.999982320065 -268.666663711459 221.333261527393
"1301" -140.25 66.250007823 1 20.8888880457434 15376.5555158261 544.777771684553 -283.666658644017 253.111037462397
"1302" -138.75 66.250007823 1 21.1111102679548 15304.8896904048 537.555587655707 -275.55558882031 292.444355958247
"1303" -137.25 66.250007823 1 20.333336123467 14013.0026820443 489.444525715777 -235.888942197722 313.777739384173
"1304" -135.75 66.250007823 1 19.1111103027345 14175.6652416931 496.666597616377 -240.777745677869 324.111073647795
"1305" -134.25 66.250007823 1 19.1111103027345 15186.2233626139 532.777788521412 -259.444439298871 329.111137595965
"1306" -132.75 66.250007823 1 19.5555506358171 15302.2231878625 535.666684450777 -262.999997375087 305.222232669861
"1307" -131.25 66.250007823 1 19.2222197623487 15467.3332708356 537.666662120699 -269.333327092358 287.111082504757
"1308" -129.75 66.250007823 1 18.6666667622492 16035.1097430841 549.888850095783 -276.555553843299 282.999936981467
"1309" -128.25 66.250007823 1 18.5555528957688 16190.5565833468 549.33335525475 -280.666691195925 285.444372333851
"1310" -126.75 66.250007823 1 18.8888899319353 15382.5563070301 519.444475205651 -270.222243074805 281.33328126686
"1311" -125.25 66.250007823 1 17.5555566160007 15126.8885154177 504.555542543215 -271.222233747989 276.777751883347
"1312" -123.75 66.250007823 1 16.8888872547801 14857.9999952016 494.999987031033 -268.11112193288 263.666656087958
"1313" -122.25 66.250007823 1 16.6666650151445 14531.8887552697 486.888878718877 -265.000011516924 252.333337965738
"1314" -120.75 66.250007823 1 16.5555568071829 14428.1106251527 485.999973167148 -258.444443210247 238.777771901828
"1315" -119.25 66.250007823 1 16.0000008431455 14395.6660843402 484.444422887753 -259.333331621009 233.888897050467
"1316" -117.75 66.250007823 1 16 14464.9987796181 485.44439952315 -262.666670465251 237.22223139256
"1317" -116.25 66.250007823 1 16.2222214312463 14553.2215230978 490.222192268771 -273.555527932078 257.999956191743
"1318" -114.75 66.250007823 1 16.1111103027345 14582.1104183416 488.555536093567 -281.111090658605 257.111145645111
"1319" -113.25 66.250007823 1 15.8888920354312 14587.2216731424 483.888871678132 -292.55553279965 237.111107738473
"1320" -111.75 66.250007823 1 15.8888904360624 14745.5546404006 487.999954904979 -303.666645484071 224.999970455119
"1321" -110.25 66.250007823 1 15.8888880804946 15017.9990398558 498.333298103848 -310.000006814745 215.666677018663
"1322" -108.75 66.250007823 1 15.2222246994602 15193.555305056 504.222211365726 -310.222229740851 201.333301319776
"1323" -107.25 66.250007823 1 15 15317.2220960816 508.555546628621 -308.666679913449 187.333339547689
"1324" -105.75 66.250007823 1 14.8888906620365 15284.2223405996 505.333330099754 -313.666654410923 189.444413769829
"1325" -104.25 66.250007823 1 14.9999973836882 15248.2223652662 502.999992811536 -316.333327770424 182.888877875677
"1326" -102.75 66.250007823 1 15 15217.8886511307 501.777759385106 -318.777776343629 170.77776692115
"1327" -101.25 66.250007823 1 15.000002755384 15260.2218643204 504.333309994773 -323.555542187082 165.666634096914
"1328" -99.75 66.250007823 1 15.5555527479569 15440.5549540387 512.888842438046 -330.444431849616 169.333283231698
"1329" -98.25 66.250007823 1 16 15693.110131532 523.33330351914 -336.444426234494 177.333266629621
"1330" -96.75 66.250007823 1 16 15878.7772081372 531.444417611792 -340.000003807075 188.888809381557
"1331" -95.25 66.250007823 1 15.6666666666667 15828.8893667047 528.333360670115 -342.999987544126 205.999884533309
"1332" -93.75 66.250007823 1 15 15523.1121037086 516.444472763362 -342.777794475443 224.444379939901
"1333" -92.25 66.250007823 1 15 15114.6679796224 502.333359783575 -333.000044564667 227.333326336033
"1334" -90.75 66.250007823 1 14.7777699375049 14598.1123102907 485.000040175247 -323.222253904894 237.222187792018
"1335" -89.25 66.250007823 1 14.6666666840046 14187.4453106345 474.77779028581 -311.111152224799 235.555591809903
"1336" -87.75 66.250007823 1 15.333325232275 13831.3341791468 467.88888941032 -300.222260302551 223.000068606858
"1337" -86.25 66.250007823 1 16.1666707562556 13528.9449040458 463.38890106201 -287.555580658643 201.555591697629
"1338" -84.75 66.250007823 1 16.7777769520167 13371.0003423293 462.444433752996 -286.555549014739 215.444386206882
"1339" -83.25 66.250007823 1 17.4374915854453 13269.1881614416 460.750001085361 -287.37502517038 234.125021395766
"1340" -81.75 66.250007823 1 17 13114.5009958185 451.000046037862 -288.500018110245 230.500081280531
"1341" -74.25 66.250007823 1 15.9999889696881 11968.6672516885 411.333360452662 -250.666682755683 263.00005637671
"1342" -72.75 66.250007823 1 16 11950.7781388067 412.000002459871 -251.888886776663 264.555511529219
"1343" -71.25 66.250007823 1 16.4444452875614 11906.111140215 410.888899406356 -251.999982633262 273.555433091805
"1344" -69.75 66.250007823 1 16.4444428450747 11898.000098681 408.111130068572 -254.888884125465 295.222090918333
"1345" -68.25 66.250007823 1 15.9999952888858 11687.0013212554 397.111158656972 -254.111154936924 314.666641954973
"1346" -66.75 66.250007823 1 15.5714254310168 11214.7161305066 378.428617583825 -248.857204815137 318.285819282102
"1347" -65.25 66.250007823 1 14.444437134387 10837.7793602222 361.777818465705 -258.333445209651 406.222539457123
"1348" -63.75 66.250007823 1 15.2222245950659 10673.4445400318 358.444447886474 -254.444383722913 449.999237576069
"1349" -62.25 66.250007823 1 18.2499898399768 10570.5023847123 362.625034254659 -237.250089279089 506.4994346364
"1485" -179.25 64.750007823 1 17 10967.0003257887 374.000011812727 -200.500011773613 386.499968629776
"1487" -176.25 64.750007823 1 18 9505.00015426903 327.666671803746 -176.33334710181 498.666643041298
"1488" -174.75 64.750007823 1 18.6666651020741 9178.66722230766 318.166683525217 -169.333347831976 541.999888704909
"1489" -173.25 64.750007823 1 19.1111074169225 8883.77825731024 309.222231722831 -159.222259989848 560.555449910107
"1490" -171.75 64.750007823 1 18.9999980638123 8974.25039248005 308.000014316083 -162.250013553309 434.749983708149
"1492" -165.75 64.750007823 1 21.1428531419586 9822.71455783295 340.000006560198 -157.428617059052 402.428564622466
"1493" -164.25 64.750007823 1 20.8571406220059 10278.5718041897 350.714295895432 -165.571413741438 394.714199270244
"1494" -162.75 64.750007823 1 20.1250003813515 10919.2499623261 366.624996362416 -174.750013768491 408.874915179262
"1495" -161.25 64.750007823 1 20.2499948368557 11420.5001673746 380.000003236819 -180.000012868941 364.875006609928
"1496" -159.75 64.750007823 1 19.9999989656072 11991.7772989138 398.888872243517 -202.888899641326 344.999983476027
"1497" -158.25 64.750007823 1 19.4444443053549 13140.2214392815 437.666632671764 -215.111125296803 344.888856075581
"1498" -156.75 64.750007823 1 19.5555530087457 14101.8884858017 472.444417629219 -228.0000156721 360.888837587485
"1499" -155.25 64.750007823 1 20.7777760741203 14419.5555075592 492.888881370209 -236.888921423918 389.666649543158
"1500" -153.75 64.750007823 1 21.4444435317779 14343.223593167 493.777821725646 -237.555576816685 389.444513486315
"1501" -152.25 64.750007823 1 21.2222231175133 14101.7792384308 483.777827514611 -226.111153772482 347.11112401902
"1502" -150.75 64.750007823 1 22.6666656496879 13906.1127442136 494.666705903493 -218.66671081437 384.222121470982
"1503" -149.25 64.750007823 1 23.0000001912089 13941.779464147 492.111170444115 -218.000038515285 330.444446720881
