"","X_WGS84","Y_WGS84","ConnochaetesGnou","GuloGulo","PantheraOnca","PteropusGiganteus","TenrecEcaudatus","VulpesVulpes","bio3","bio4","bio7","bio11","bio12"
"54",-80.25,81.250007823,0,1,0,0,0,0,11.3333288655603,15366.4456272288,468.333351586814,-391.111162794895,153.555605518969
"55",-78.75,81.250007823,0,1,0,0,0,0,11.999998461495,15054.1117236209,461.111136987603,-380.555525055028,147.999851243131
"56",-77.25,81.250007823,0,1,0,0,0,0,11.444451945735,14808.4456070954,453.000030066092,-382.888874407972,173.222153154689
"57",-75.75,81.250007823,0,1,0,0,0,0,11.6666734117442,14511.2232439996,444.111138560878,-379.555555042726,185.555449598574
"58",-74.25,81.250007823,0,1,0,0,0,0,11.222218988763,14257.3346865072,434.555598399065,-384.666705303141,229.222238693461
"59",-72.75,81.250007823,0,1,0,0,0,0,12.4444352829338,13808.6688163617,424.777820873335,-362.222337132272,195.555723383254
"60",-71.25,81.250007823,0,1,0,0,0,0,13.4444392291522,13390.6685679243,415.333371570035,-341.000085826297,159.11123783395
"61",-69.75,81.250007823,0,1,0,0,0,0,13.4444406807746,13175.778045767,409.777780785329,-339.333271888754,178.110885871747
"62",-68.25,81.250007823,0,1,0,0,0,0,14.0000035290001,12956.1112127939,406.555551705059,-326.999960746464,157.888701669292
"63",-66.75,81.250007823,0,1,0,0,0,0,14.125,12889.6267029105,408.125016252117,-322.375141565142,155.250235146136
"64",-65.25,81.250007823,0,1,0,0,0,0,14.5555675941334,12849.3324196189,410.777763896479,-318.77765642714,156.77742738972
"65",-63.75,81.250007823,0,1,0,0,0,0,14.999994870403,12819.0006962288,414.999981515607,-313.000082866991,148.000207932756
"66",-62.25,81.250007823,0,0,0,0,0,0,14.8333333333333,12710.8341405925,414.499997262015,-309.166710357544,151.500119194723
"67",-60.75,81.250007823,0,0,0,0,0,0,14.8888927655747,12596.5564810241,411.888905047609,-309.666661720783,157.999965796155
"68",-59.25,81.250007823,0,0,0,0,0,0,14.0000045199112,12480.2226957271,405.777805975124,-317.999938268504,194.222005744502
"69",-57.75,81.250007823,0,0,0,0,0,0,13.3333382096142,12351.8896639929,401.000028579741,-324.444432110227,226.777693585266
"70",-56.25,81.250007823,0,0,0,0,0,0,13.4444321277379,12163.0007064003,396.888903874153,-319.777779576905,222.55550374986
"71",-54.75,81.250007823,0,0,0,0,0,0,13.2222197275877,12006.77828958,393.000016054407,-316.111137361214,219.555578302268
"72",-53.25,81.250007823,0,0,0,0,0,0,13.5555565203922,11861.3335683788,390.000011299805,-310.888862690852,213.333239084427
"73",-51.75,81.250007823,0,0,0,0,0,0,13.4444501899548,11781.7779897538,388.111109103293,-311.333322537673,223.111007065884
"74",-50.25,81.250007823,0,0,0,0,0,0,13.7777784210253,11718.6666135928,386.555561318486,-311.666644458148,229.777659529493
"75",-48.75,81.250007823,0,0,0,0,0,0,13.6666672924934,11697.1113944994,385.333340617367,-315.777752474826,245.555443652322
"76",-47.25,81.250007823,0,0,0,0,0,0,13.7777744139738,11643.3336046767,383.888914365544,-315.444428989749,249.222119002692
"77",-45.75,81.250007823,0,0,0,0,0,0,14.2222197189241,11582.4449767756,383.11110769513,-312.222243335194,247.999991341737
"78",-44.25,81.250007823,0,0,0,0,0,0,14.5555568246199,11532.8890079362,381.888891270533,-310.777761358146,250.999863932592
"79",-42.75,81.250007823,0,0,0,0,0,0,14.3333384443348,11587.777347978,381.666658948076,-322.999905499104,294.88853469275
"80",-41.25,81.250007823,0,0,0,0,0,0,13.4444498770177,11685.2218540583,381.999987639854,-340.444357636072,365.999639067358
"81",-39.75,81.250007823,0,0,0,0,0,0,12.6666678661933,11749.7778003432,382.111128816987,-353.111070597042,421.888640858502
"82",-38.25,81.250007823,0,0,0,0,0,0,13.3333243891416,11712.2227227156,381.111114222926,-351.000027449695,414.22236261681
"83",-36.75,81.250007823,0,0,0,0,0,0,14.2222128521272,11604.6676114825,379.111123775573,-338.444506323603,364.000195259424
"84",-35.25,81.250007823,0,0,0,0,0,0,15.1111105200402,11539.3335241007,377.777791189768,-329.111142350582,325.333399193173
"85",-33.75,81.250007823,0,0,0,0,0,0,15.4444447486722,11500.8895955415,377.000003902809,-322.111180708893,294.000246299494
"86",-32.25,81.250007823,0,0,0,0,0,0,16.2222168852664,11488.5560712871,377.111121011469,-313.666761532554,259.88911713547
"87",-30.75,81.250007823,0,0,0,0,0,0,16.7777729275857,11544.3325339198,379.111082696553,-313.111027145264,245.999862933911
"88",-29.25,81.250007823,0,0,0,0,0,0,17.2222274635618,11718.7769852989,388.111075473395,-323.888850460748,245.000035836692
"89",-27.75,81.250007823,0,0,0,0,0,0,17.5555555207871,11815.4440395404,391.555564769254,-322.000015211345,227.000111554867
"90",-26.25,81.250007823,0,0,0,0,0,0,17.4444441402167,11927.8881293737,394.666646892149,-318.333346189104,210.000057854958
"91",-24.75,81.250007823,0,0,0,0,0,0,17.2222108007889,12035.999656785,397.333323572115,-315.666689040273,197.111178466417
"92",-23.25,81.250007823,0,0,0,0,0,0,17.1111216720298,12107.7773096034,398.222215972585,-303.22230656187,163.333540588142
"93",-21.75,81.250007823,0,0,0,0,0,0,17.1111162916007,12243.3328037394,401.999988787136,-306.444474110495,171.444476422321
"94",-20.25,81.250007823,0,0,0,0,0,0,17,12332.5711018192,403.999984611234,-308.142894402141,183.000080240421
"95",-18.75,81.250007823,0,0,0,0,0,0,17,12454.9997267886,405.555553052151,-306.999975383494,191.33306367652
"96",-17.25,81.250007823,0,0,0,0,0,0,16.9999919871292,12336.0013811939,399.857207038567,-285.571569920486,167.285877460737
"97",-15.75,81.250007823,0,0,0,0,0,0,16.9999828678134,12008.8921902054,388.111205612021,-270.777872209069,168.222194537624
"98",-14.25,81.250007823,0,0,0,0,0,0,16.8750064832419,11419.878854616,369.750113314957,-258.875080556528,182.249860087175
"99",-12.75,81.250007823,0,0,0,0,0,0,17,10864.603371865,351.800139263533,-247.800055042068,197.999870687153
"100",-11.25,81.250007823,0,0,0,0,0,0,17,10394.0030535996,338.000105296452,-238.000000000144,211.99994735163
"101",20.25,81.250007823,0,0,0,0,0,0,18,6761.50147622341,234.500031409009,-148.000219863061,234.500439726122
"102",21.75,81.250007823,0,0,0,0,0,0,18,6658.00245600456,232.000125948952,-148.000314872379,252.000629744758
"103",45.75,81.250007823,0,0,0,0,0,0,22,7383,274,-181,249
"104",47.25,81.250007823,0,0,0,0,0,0,22,7543.66496085377,278.333286030698,-187.333286030767,247.333380896527
"105",48.75,81.250007823,0,0,0,0,0,0,22,7755.3317098696,285.666618946877,-193.333285613544,241.000000104306
"106",50.25,81.250007823,0,0,0,0,0,0,21.5000172495228,8078.99722625019,294.999945278693,-206.249887428398,241.499945650724
"107",51.75,81.250007823,0,0,0,0,0,0,21.0000361809877,8278.99905952901,301.499963819012,-212.500217555301,244.500688768661
"108",54.75,81.250007823,0,0,0,0,0,0,21,9040.99855077426,320.249933652025,-234.750012849122,241.500103966577
"109",56.25,81.250007823,0,0,0,0,0,0,20.8333205037813,9474.83088753969,331.333247568098,-246.499928824907,240.999960104019
"110",57.75,81.250007823,0,0,0,0,0,0,20,9937.42594210077,344.999914908961,-257.285667962991,238.714237256795
"111",59.25,81.250007823,0,0,0,0,0,0,19.9999999999724,10223.4278043454,353.285735463402,-261.857197248479,216.857381611678
"112",60.75,81.250007823,0,0,0,0,0,0,20,9883.00492016308,342.250169268296,-258.000107780012,219.750196902277
"113",62.25,81.250007823,0,0,0,0,0,0,20,9610.00143749183,337.8,-255.400027395691,198.000049612775
"114",63.75,81.250007823,0,0,0,0,0,0,20,9481.80054841756,335.199999968841,-257.200083611065,195.200192975299
"115",65.25,81.250007823,0,0,0,0,0,0,20,9373.33432337608,333.000050092656,-246.666674333577,178.000060706525
"116",78.75,81.250007823,0,0,0,0,0,0,18,10244.9999913172,334,-272.00000578855,159.000002894275
"117",80.25,81.250007823,0,0,0,0,0,0,18,10247.4998089243,334.499959281721,-273.500135179896,152.000465111553
"118",90.75,81.250007823,0,0,0,0,0,0,17.6666666145139,11735.9996884654,383.999943466392,-310.333361678367,130.333333594097
"119",92.25,81.250007823,0,0,0,0,0,0,18,12051,395.999914651984,-305,128.999914651984
"120",93.75,81.250007823,0,0,0,0,0,0,18,12071.33375097,396.666666770807,-315.999748311123,150.999470311107
"121",95.25,81.250007823,0,0,0,0,0,0,17.8000177736221,12088.5991296859,396.400003473312,-324.999891855636,170.199808150044
"122",96.75,81.250007823,0,0,0,0,0,0,18,12136.9997926157,399.333303501936,-316.666878145463,167.333669795382
"123",98.25,81.250007823,0,0,0,0,0,0,18,12134.999130874,399.999913087401,-309,160.999913087401
"124",-105.75,79.750007823,0,0,0,0,0,0,13,14608.0001286487,463,-370.000000000039,79.9999649142206
"125",-104.25,79.750007823,0,0,0,0,0,0,14,14676.9998775716,466.999986440302,-372.999993168025,94.3333016765989
"126",-102.75,79.750007823,0,0,0,0,0,0,14,14673.0003025513,468.500012164635,-373.000012086406,103
"127",-99.75,79.750007823,0,0,0,0,0,0,13.9999989308837,14776.3333138815,469.666673968071,-372.9999874312,92.3333250409712
"128",-98.25,79.750007823,0,0,0,0,0,0,13.9999745756037,14685.9990256602,467.999926934159,-371.000127122308,95.000215990255
"129",-96.75,79.750007823,0,0,0,0,0,0,13.5000146287876,14778.5007091443,469.00002773213,-368.999959242797,91.4999135961792
"130",-95.25,79.750007823,0,0,0,0,0,0,12.9999991785957,14679.3749529867,463.125005045844,-372.375006346308,104.249980452366
"131",-93.75,79.750007823,0,0,0,0,0,0,12.777769963554,14713.4432369456,461.555506349542,-374.88897348057,111.000149486893
"132",-92.25,79.750007823,0,0,0,0,0,0,11.4444361347566,14685.2207868397,454.666618686106,-389.333413996395,136.889075109069
"133",-90.75,79.750007823,0,0,0,0,0,0,10.777778759999,14916.8875864274,458.888858709845,-392.444464071294,142.111136291995
"134",-89.25,79.750007823,0,0,0,0,0,0,11.1250074806325,15538.3735995926,476.249970898754,-391.749956710142,142.499866277469
"135",-87.75,79.750007823,0,0,0,0,0,0,11.7500008409603,15745.9996742539,482.49998841236,-381.250027380094,109.125047934594
"136",-86.25,79.750007823,0,1,0,0,0,0,11.8571475285328,15942.9998464496,486.714297046356,-378.714198656682,97.9997635137263
"137",-84.75,79.750007823,0,1,0,0,0,0,12.1111147791828,15773.0005079093,483.33336531169,-371.666555233845,92.8885613527184
"138",-83.25,79.750007823,0,1,0,0,0,0,12.2222188410062,15489.0010895321,476.111140586135,-370.555570749128,109.111086103094
"139",-81.75,79.750007823,0,1,0,0,0,0,12.2222301407408,15223.0008451888,470.444456083222,-365.555550522827,113.444368014547
"140",-80.25,79.750007823,0,1,0,0,0,0,11.9999964623368,15069.5564058965,463.888908011625,-377.000005284484,157.222167886882
"141",-78.75,79.750007823,0,1,0,0,0,0,11.5555617616938,14846.1120432589,456.888926247625,-377.555552774549,178.444381644946
"142",-77.25,79.750007823,0,1,0,0,0,0,11.9999980964259,14549.0012950184,448.666704190595,-370.66673304022,184.000079021181
"143",-75.75,79.750007823,0,1,0,0,0,0,12.1111111110868,14224.4460952303,439.111151694671,-366.222283006572,199.666733327111
"144",-74.25,79.750007823,0,1,0,0,0,0,12.5555655167011,13817.1123724976,427.666720601356,-352.999967013619,184.999902787596
"145",-72.75,79.750007823,0,1,0,0,0,0,13.6666630550305,13406.0016396239,416.50004891933,-337.666723200924,163.33333298302
"146",-71.25,79.750007823,0,1,0,0,0,0,14.4999907689552,12952.1689406354,405.333365811536,-318.000126001559,136.166951630388
"147",-69.75,79.750007823,0,1,0,0,0,0,14.0000114474988,12831.3317182983,400.999990377835,-321.999784061986,160.999381338882
"148",-66.75,79.750007823,0,0,0,0,0,0,16,12371.3334083567,397.66665785288,-289.666660903778,110.666643954108
"149",-65.25,79.750007823,0,0,0,0,0,0,15.7142899721623,12254.4287453882,396.142856964069,-288.714259474087,130.857064203504
"150",-63.75,79.750007823,0,0,0,0,0,0,15.33332793552,12299.5555345935,399.111112736613,-297.222193625325,158.333237050915
"151",-62.25,79.750007823,0,0,0,0,0,0,14.444444479214,12336.1109869122,399.777786826364,-309.888837396754,202.666468651132
"152",-60.75,79.750007823,0,0,0,0,0,0,13.6666666666806,12254.8898338712,397.000030952711,-317.555531330593,239.110969203101
"153",-59.25,79.750007823,0,0,0,0,0,0,12.8888976766491,12127.2231325664,393.111141272838,-322.111084391411,268.999820376714
"154",-57.75,79.750007823,0,0,0,0,0,0,12.0000003737655,12021.8894641272,389.444460724921,-330.555514711312,314.888635148109
"155",-56.25,79.750007823,0,0,0,0,0,0,11.33333367233,11938.0002910842,386.111137274441,-338.666639190813,360.666440114621
"156",-54.75,79.750007823,0,0,0,0,0,0,11.0000000000132,11843.6666981693,383.22222107498,-342.666654636739,389.555474700842
"157",-53.25,79.750007823,0,0,0,0,0,0,11,11746.2229028418,381.777776899925,-343.44442294881,405.666537779316
"158",-51.75,79.750007823,0,0,0,0,0,0,10.7777819152271,11711.2225840141,380.555559223685,-347.222196606482,431.999819377027
"159",-50.25,79.750007823,0,0,0,0,0,0,10.6666677705932,11675.4447839074,379.44446161138,-349.333331759977,451.999914425259
"160",-48.75,79.750007823,0,0,0,0,0,0,11.222217997865,11627.8891675676,378.444461394086,-347.666665719152,453.888822949842
"161",-47.25,79.750007823,0,0,0,0,0,0,11.3333343850922,11579.6669917613,377.444456935024,-346.88887938829,462.666535631967
"162",-45.75,79.750007823,0,0,0,0,0,0,11.3333354194524,11554.7777295892,376.666674254881,-348.999978191321,481.666493674968
"163",-44.25,79.750007823,0,0,0,0,0,0,11.4444458351999,11542.4443140637,375.666678974736,-352.888848114073,510.444216718621
"164",-42.75,79.750007823,0,0,0,0,0,0,11.6666659539045,11547.3331894526,374.77778577457,-359.111077515912,551.110889547682
"165",-41.25,79.750007823,0,0,0,0,0,0,11.6666674315976,11522.2225213976,373.777776213228,-361.555551087686,571.444334809711
"166",-39.75,79.750007823,0,0,0,0,0,0,12.1111114848766,11449.8891966178,371.666695324569,-358.00001524592,563.66664916861
"167",-38.25,79.750007823,0,0,0,0,0,0,12.3333336896986,11386.8892135584,370.111126313656,-354.555573774243,551.666672837434
"168",-36.75,79.750007823,0,0,0,0,0,0,12.77777849054,11342.8889972639,368.888892487499,-351.777790529123,540.111123861856
"169",-35.25,79.750007823,0,0,0,0,0,0,13.3333290307525,11301.4449549768,367.666687110498,-347.666679331099,520.222231461362
"170",-33.75,79.750007823,0,0,0,0,0,0,13.7777788469211,11259.8895058044,366.777781715371,-340.888914721827,483.000157239561
"171",-32.25,79.750007823,0,0,0,0,0,0,14.7777788469211,11221.5555630832,366.333335471634,-330.222251766627,427.000155136038
"172",-30.75,79.750007823,0,0,0,0,0,0,15.7777625665724,11221.5556491002,368.111077177115,-323.22223941508,380.000180969164
"173",-29.25,79.750007823,0,0,0,0,0,0,17.7777781515433,11282.9998561805,377.555521969167,-323.999991290414,327.666810772835
"174",-27.75,79.750007823,0,0,0,0,0,0,18.0000003737478,11370.7772252126,381.333319434655,-320.777789633724,299.00010129727
"175",-26.25,79.750007823,0,0,0,0,0,0,18,11473.2215508021,383.333325779956,-315.555587229626,272.44451051297
"176",-24.75,79.750007823,0,0,0,0,0,0,18,11564.9997505377,385.777769103056,-309.333352377732,243.666743339435
"177",-23.25,79.750007823,0,0,0,0,0,0,18,11684.9997835056,389.111093396597,-306.888896598699,226.333439724246
"178",-21.75,79.750007823,0,0,0,0,0,0,18,11794.2219912927,391.666646431521,-302.555615062204,207.222353161058
"179",-20.25,79.750007823,0,0,0,0,0,0,17.8888944605436,11864.3330562219,392.555554277845,-299.444447339197,203.333278964365
"180",-18.75,79.750007823,0,0,0,0,0,0,17.5714357573359,11887.2870645106,391.571471698099,-286.000190599882,176.571784123083
"181",-17.25,79.750007823,0,0,0,0,0,0,17.2,11821.0011717028,386.600046233496,-267.000066635725,155.599970507683
"182",-15.75,79.750007823,0,0,0,0,0,0,17,11680.5020568811,380.500105687553,-262.000027145536,169.999947234492
"183",11.25,79.750007823,0,0,0,0,0,0,18,6464.19807812917,221.799932159677,-143.599774199301,394.199520674131
"184",12.75,79.750007823,0,0,0,0,0,0,18,6691.49793317431,229.333262457772,-157.499990704217,408.000350533276
"185",14.25,79.750007823,0,0,0,0,0,0,17.1666666666667,7075.99738227086,242.999891287604,-161.333170695216,344.333388758832
"186",15.75,79.750007823,0,0,0,0,0,0,16.1999877806046,7409.99919955853,254.79995038706,-166.199871125666,265.800027568768
"187",17.25,79.750007823,0,0,0,0,0,0,16.8333333333662,7230.66932861147,249.833401627488,-176.833558919956,294.000448499925
"188",18.75,79.750007823,0,0,0,0,0,0,17.5555482541622,6852.78013425742,238.22228726541,-150.888942267115,246.999908975419
"189",20.25,79.750007823,0,0,0,0,0,0,18.5555412570004,6595.77944495558,231.000047884981,-144.777870200921,261.555584742609
"190",21.75,79.750007823,0,0,0,0,0,0,19.6249987776563,6400.00107279888,226.250021395763,-139.625016497239,282.874850388184
"191",23.25,79.750007823,0,0,0,0,0,0,19.999992933299,6284.11205036525,223.666698140832,-139.777856111037,315.222132336258
"192",24.75,79.750007823,0,0,0,0,0,0,20.4444512068943,6188.00086987375,221.666697280347,-142.444485375673,348.33328718651
"193",26.25,79.750007823,0,0,0,0,0,0,20.8333328248384,6060.66838787904,217.833391314193,-129.66683586364,328.50035072804
"194",27.75,79.750007823,0,0,0,0,0,0,21,6011,216,-125,315
"195",32.25,79.750007823,0,0,0,0,0,0,21,6006.3324484572,215.9999779133,-127.333289055627,315.333355472186
"196",33.75,79.750007823,0,0,0,0,0,0,21,6077.99879886944,217.999933270524,-133.999866541049,325
"197",45.75,79.750007823,0,0,0,0,0,0,22,7362.9990796339,272.999929202608,-180.999929202608,256.000070797392
"198",47.25,79.750007823,0,0,0,0,0,0,22,7492.33115246282,277.99995264528,-189.999777073072,269.332922343249
"199",48.75,79.750007823,0,0,0,0,0,0,22,7735.99548991496,286.33316621013,-199.332857544902,268.999153849892
"200",50.25,79.750007823,0,0,0,0,0,0,22,7929.74843054957,292.499927951106,-198.999908452635,254.749917351048
"201",51.75,79.750007823,0,0,0,0,0,0,22,8220.33310028618,300.166678752998,-204.666815718898,241.333679575102
"202",53.25,79.750007823,0,0,0,0,0,0,21.666665597598,8611.99602418554,310.333259432766,-220.999987196499,256.000157135519
"203",54.75,79.750007823,0,0,0,0,0,0,21,8996.99714148309,319.666567759068,-229.33313546658,250.999711701269
"204",56.25,79.750007823,0,0,0,0,0,0,21,9418.66121393903,331.333181464484,-241.999709926586,267.999446242312
"205",57.75,79.750007823,0,0,0,0,0,0,20.0000247464917,9876.32949017097,345.333208323197,-250.333344467768,289.333436803577
"206",59.25,79.750007823,0,0,0,0,0,0,20,10181.3320981752,354.333308482536,-253.999931184707,253.000110851831
"207",60.75,79.750007823,0,0,0,0,0,0,20,9867.00287366961,343.333432658282,-251.66679929102,224.66709437105
"208",90.75,79.750007823,0,0,0,0,0,0,18,12082.9995891817,398.999908707044,-300.000045646478,128.999954353522
"209",92.25,79.750007823,0,0,0,0,0,0,17.7777777429501,12191.1092112724,402.222143036976,-301.999947056164,137.222052690823
"210",93.75,79.750007823,0,0,0,0,0,0,17.9999898041845,12298.9989758657,405.999985223299,-307.777657948386,153.444215398393
"211",95.25,79.750007823,0,0,0,0,0,0,17.8888789799193,12332.3332659681,407.555556285632,-320.66657492158,186.11079470934
"212",96.75,79.750007823,0,0,0,0,0,0,17.8888892626544,12349.6668393498,408.666660642895,-318.000140151942,188.333544621444
"213",98.25,79.750007823,0,0,0,0,0,0,18,12334.8349530524,408.833387454793,-321.499865211089,209.499587667202
"214",99.75,79.750007823,0,0,0,0,0,0,18.3333182090697,12247.1667971116,406.249960174747,-311.416952079176,198.583860512254
"215",101.25,79.750007823,0,0,0,0,0,0,19,12033.001322464,399.000088164266,-302.000264492798,201.00044082133
"216",102.75,79.750007823,0,0,0,0,0,0,19,11874.0028776872,394.333389006484,-299.666751780158,202.666715455876
"217",-116.25,78.250007823,0,0,0,0,0,0,11,14465.9995576923,452.999979895105,-358.999979895105,77
"218",-114.75,78.250007823,0,0,0,0,0,0,12,14453.0000977089,453.500012125501,-359.500001916674,72.5
"219",-113.25,78.250007823,0,0,0,0,0,0,12,14491.6667270863,454.66666919609,-361.999996694838,70.0000026663102
"220",-111.75,78.250007823,0,0,0,0,0,0,12,14486.5714940506,454.571437869558,-363.142858260416,68.1428506609303
"221",-110.25,78.250007823,0,0,0,0,0,0,12,14488.8752493358,455.499999618628,-362.00001825675,64.6250153817981
"222",-108.75,78.250007823,0,0,0,0,0,0,12,14512.9994465305,456.999977861228,-363.999977861147,65
"223",-105.75,78.250007823,0,0,0,0,0,0,13.4999883047402,14308.5002906605,455.000011617031,-355.99997668771,71
"224",-104.25,78.250007823,0,0,0,0,0,0,13.9999993871984,14513.5001091962,462.833324076274,-367.666682481952,95.9999464651354
