"X_WGS84" "Y_WGS84" "VulpesVulpes" "bio3" "bio4" "bio7" "bio11" "bio12"
"997" 63.75 69.250007823 1 19 11886.9973378144 437.71426357524 -216.2856659293 341.285807803939
"998" 65.25 69.250007823 1 18.4000166784716 12145.997420344 440.799972776226 -219.200029366701 323.200265586955
"999" 66.75 69.250007823 1 18 12187.1648125693 433.166675226374 -222.499975077351 284.500090372776
"1010" 83.25 69.250007823 1 16 13916.4405813592 476.777609228564 -260.222152381264 425.666644224154
"1011" 84.75 69.250007823 1 16 14339.9952100602 493.555358557118 -264.99996750881 417.111239832645
"1012" 86.25 69.250007823 1 16 14733.8867644638 509.44434189442 -271.333284405107 412.444383946279
"1013" 87.75 69.250007823 1 16.3333340025126 14764.7778422281 513.777724069156 -281.111010786561 439.555278997195
"1014" 89.25 69.250007823 1 16.9999899172414 14857.775594532 518.999902726609 -285.333361077419 441.55572355317
"1015" 90.75 69.250007823 1 16.9999992959896 14970.8880903012 523.666631211115 -301.444112223625 467.33254243034
"1016" 92.25 69.250007823 1 16.8888895928989 15075.3320469544 526.555502368179 -329.999745842769 524.221675540742
"1017" 93.75 69.250007823 1 17 15391.4410633202 536.99989857161 -333.999997947688 500.444732298475
"1018" 95.25 69.250007823 1 17 15688.9968089129 546.444357801203 -347.222067372088 498.88875606462
"1019" 96.75 69.250007823 1 17 16080.2182800488 559.444313792885 -349.444361817798 454.555704541806
"1020" 98.25 69.250007823 1 17 16428.1077760867 570.99990743748 -354.777724598601 418.111449606394
"1021" 99.75 69.250007823 1 17 16821.5524401127 584.33322746279 -347.999976896395 350.333587057891
"1022" 101.25 69.250007823 1 17 17086.4419067383 592.666584438854 -343.777823941645 294.333856225804
"1023" 102.75 69.250007823 1 17 17220.3322247477 596.444399184675 -340.222242396345 261.444522195961
"1024" 104.25 69.250007823 1 16.9999985919228 17219.4446315492 595.555548123797 -340.444389405736 269.777595025856
"1025" 105.75 69.250007823 1 16.555555555491 17177.4449867683 592.11112497483 -347.777744052501 296.777543751979
"1026" 107.25 69.250007823 1 16.2222214833834 17268.5541139124 592.444420028098 -347.222234460438 297.999992385193
"1027" 108.75 69.250007823 1 15.7777871304996 17450.5529785442 594.666632897733 -350.555494423806 305.777583830269
"1028" 110.25 69.250007823 1 15.0000100741107 17757.7731633077 601.111024667524 -349.000016941755 297.55567895954
"1029" 111.75 69.250007823 1 14.3333333334008 18103.8855738842 608.333238476046 -350.555482541582 296.110985545017
"1030" 113.25 69.250007823 1 14 18483.218444136 616.444357922765 -358.888722296185 284.666741428657
"1031" 114.75 69.250007823 1 14 18764.5529112592 622.222158048028 -365.99988877549 261.111200562305
"1032" 116.25 69.250007823 1 14 18861.221772935 623.111110606585 -369.888882291896 250.333430503274
"1033" 117.75 69.250007823 1 14 18870.4443151422 621.777756638537 -371.999974210542 249.666571662286
"1034" 119.25 69.250007823 1 14 18864.1106897894 619.555566246697 -373.444389710471 256.666456578983
"1035" 120.75 69.250007823 1 13.9999992786136 18882.2213144243 617.777788608059 -374.444392934897 270.444129746012
"1036" 122.25 69.250007823 1 13.4444339531842 18909.1102923662 617.111112154005 -369.666714456125 278.888756481947
"1037" 123.75 69.250007823 1 13.7777679209129 18936.6654151887 617.888806270243 -365.444481812035 295.444245508507
"1038" 125.25 69.250007823 1 14 19247.7730160048 624.888783992176 -375.666509373729 317.110892042501
"1039" 126.75 69.250007823 1 14.1110997244821 19629.3290777569 634.666568306396 -397.888629516029 349.666410353799
"1040" 128.25 69.250007823 1 14.6666780706101 19965.8854416347 642.444364302841 -431.999640415381 377.555420384647
"1041" 129.75 69.250007823 1 15 20389.8822838542 653.333175431703 -438.778132328407 325.112637836833
"1042" 131.25 69.250007823 1 15.8888780845723 20803.9957204094 664.666549105484 -425.444437074034 245.111535540442
"1043" 132.75 69.250007823 1 16.000000704001 20987.8879311376 668.999994314769 -424.444442662127 216.222472615214
"1044" 134.25 69.250007823 1 16.7777675732985 20709.0045612954 661.333440828734 -420.333538223139 218.444610305538
"1045" 135.75 69.250007823 1 17.1111118151115 20036.2293315409 643.000187132573 -410.444488461066 234.333120071703
"1046" 137.25 69.250007823 1 17.9999882483067 19326.1177084704 622.555725999362 -409.888979217669 251.555609065672
"1047" 138.75 69.250007823 1 18.0000007041402 18705.5599511917 604.444603353703 -405.111062139935 243.666629248122
"1048" 140.25 69.250007823 1 18.5555450727866 18200.4478697171 589.000147131128 -393.555704590913 223.778131477063
"1049" 141.75 69.250007823 1 18.5555577546132 17794.6689984977 576.444576894379 -376.333250811017 201.999811815895
"1050" 143.25 69.250007823 1 18.1111230714157 17500.2233604886 566.333408276466 -361.000116178726 196.333165071302
"1051" 144.75 69.250007823 1 17.3333566194833 17355.2216034539 560.888899458072 -353.444578381173 213.111043155211
"1052" 146.25 69.250007823 1 16.3333333334088 17336.9988188939 559.888837361863 -346.111184794086 219.555627247137
"1053" 147.75 69.250007823 1 15.444453623387 17414.7753395445 562.33325249628 -343.888947959662 221.111277207225
"1054" 149.25 69.250007823 1 15.2222336696041 17552.5529182517 566.99990896717 -348.444395160609 219.888921216505
"1055" 150.75 69.250007823 1 15.9999999999272 17661.4428276234 571.777687822859 -350.555530626386 209.111250097763
"1056" 152.25 69.250007823 1 16.2222229262171 17693.9994319667 573.777736672505 -348.444426182488 190.44452635979
"1057" 153.75 69.250007823 1 17 17594.3350221448 572.000040001061 -348.555588837844 178.777974949601
"1058" 155.25 69.250007823 1 17.1111008630303 17369.4475191732 566.222296783179 -346.111141768205 170.777831686198
"1059" 156.75 69.250007823 1 17.8888779194299 17028.5596160544 556.222342538457 -342.222277929973 167.111170860258
"1060" 158.25 69.250007823 1 18.3333215729571 16496.6731277071 541.11128645748 -334.444557051004 161.777800255899
"1061" 159.75 69.250007823 1 19.2222111484539 15686.3438923454 517.000305467455 -321.777962415943 151.888960233796
"1062" 161.25 69.250007823 1 20.3332977653745 14851.3451889233 492.833659561551 -309.166814675995 148.833420335758
"1063" 162.75 69.250007823 1 21.1428418435698 14208.0000109504 475.57143474 -311.285687832801 161.714190262394
"1064" 164.25 69.250007823 1 20.6249873660862 14471.3683322466 484.124795097912 -312.999900277504 164.124763650123
"1065" 165.75 69.250007823 1 19.6666858067471 15358.1575642638 509.333043142405 -332.16643308601 188.666365572655
"1066" 167.25 69.250007823 1 19.0000164280333 16046.5641783155 528.571227343606 -328.571395401648 167.571453883048
"1067" 168.75 69.250007823 1 19 16219.6236624882 533.624946882285 -325.000115485897 157.500125684399
"1068" 170.25 69.250007823 1 19 15893.8068627739 526.200215395996 -314.800010169761 164.39985391467
"1069" 171.75 69.250007823 1 19 15296.0078292685 510.000212922081 -314.777731666029 183.44401892074
"1070" 173.25 69.250007823 1 18.6666782272668 14656.5632826003 490.777981573787 -302.222510461014 182.44469559296
"1071" 174.75 69.250007823 1 18 14001.2300568961 469.555799352524 -295.555581257831 190.222174038763
"1072" 176.25 69.250007823 1 17.4444699557692 13350.2302434887 447.333632046898 -296.332860597072 217.220905708767
"1073" 177.75 69.250007823 1 17 12722.1749551357 426.500278756576 -287.833472060498 238.166539193078
"1074" 179.25 69.250007823 1 17 12180.0053713869 408.200227395964 -272.600278791666 246.999868680028
"1167" 15.75 67.750007823 1 26.8889048563056 5828.65987391598 226.333054055 -49.9997214348787 1160.55645141384
"1168" 17.25 67.750007823 1 25.3333409650782 6938.10191592516 269.444071038869 -98.3329949905453 868.891430535959
"1169" 18.75 67.750007823 1 23.777785461628 8151.1013091544 313.666322371023 -127.888665267156 563.889955123541
"1170" 20.25 67.750007823 1 23 9132.54863306533 348.666423034485 -131.888795145147 486.444396650255
"1171" 21.75 67.750007823 1 22.5555469591696 9777.88419900578 371.777640067911 -140.666602675088 467.777852660147
"1172" 23.25 67.750007823 1 22 10105.7773033781 384.111088415969 -143.777761150202 475.666367423483
"1173" 24.75 67.750007823 1 22.888888871455 10171.1110524247 388.111102253868 -145.888881613876 487.333312880228
"1174" 26.25 67.750007823 1 23 10095.7787962991 387.444500282843 -144.888932392802 492.555381668504
"1175" 27.75 67.750007823 1 23 9583.22776085595 366.111330083302 -135.222361053145 490.888816683147
"1176" 29.25 67.750007823 1 22.8888969725255 8832.00326754723 336.889034168776 -120.222365154985 515.888909991257
"1177" 30.75 67.750007823 1 22.000013863937 8642.88684249384 328.888810511514 -117.666582083507 536.999715254374
"1178" 32.25 67.750007823 1 21.1111258702961 8963.77503646559 341.222079697013 -125.333349291515 555.333372699177
"1179" 33.75 67.750007823 1 20.666656896844 8740.11466936035 332.555691612983 -122.444481577199 550.222583535878
"1180" 35.25 67.750007823 1 20.8888798926726 8300.33565605753 316.888964771028 -112.777821751354 491.889077204723
"1181" 36.75 67.750007823 1 21 8127.00029601671 312.444425878121 -109.555593792105 498.444418420328
"1182" 38.25 67.750007823 1 21.5555487236559 8039.22243259389 312.555511868794 -108.555566116471 486.889021235046
"1183" 39.75 67.750007823 1 22.4285615829426 7981.57244260392 314.14285769012 -108.857166214384 477.571561539438
"1184" 41.25 67.750007823 1 23.3333103078832 7895.00166507685 315.33332616143 -103.333443870761 467.333385954813
"1185" 44.25 67.750007823 1 25.3750087518875 7546.99453879995 313.499815765387 -103.374848299272 451.124780885645
"1186" 45.75 67.750007823 1 24.4285815200631 8078.85109998837 331.571241323966 -113.42850295545 443.000113833763
"1188" 48.75 67.750007823 1 21.6000157396207 9588.79590424165 382.999905795797 -144.599898661677 433.599905123117
"1189" 50.25 67.750007823 1 20.6250197918699 9858.62109337502 388.499888044493 -149.999925643183 434.624828785802
"1190" 51.75 67.750007823 1 19.8888992672585 10243.2175522776 397.222103887287 -158.555486522509 444.777715228849
"1191" 53.25 67.750007823 1 19.5555555381713 10667.7751387293 407.999895885597 -168.444363016604 450.666482871902
"1192" 54.75 67.750007823 1 19.6666592784232 10784.4428859734 413.111031012875 -172.777756090686 457.11108766706
"1193" 56.25 67.750007823 1 19.7777867653894 10952.6647216256 420.555472858625 -179.666614374787 454.889023615794
"1194" 57.75 67.750007823 1 20 11166.77559206 429.888799020803 -185.555493858894 441.666754638852
"1195" 59.25 67.750007823 1 20 11402.8866775687 439.444375385132 -193.888836761998 424.444605247999
"1196" 60.75 67.750007823 1 20 11720.5523694613 447.111050109517 -203.222119576896 421.222106998948
"1197" 62.25 67.750007823 1 19.3333356541566 12026.5527377278 451.333288812016 -209.444446782307 407.333566498118
"1198" 63.75 67.750007823 1 18.9999992264514 12301.885886128 454.222182907393 -218.888792554206 404.222085521312
"1199" 65.25 67.750007823 1 18.0000085095365 12558.3310629725 456.111098820246 -231.110926317338 411.110680783332
"1200" 66.75 67.750007823 1 17.8888974853433 12702.5542440402 453.444446939226 -239.889020433929 412.667080954791
"1201" 68.25 67.750007823 1 17.3333442852602 12754.5556564064 448.111149782371 -228.666673802918 365.666698896839
"1202" 69.75 67.750007823 1 17 12731.221384874 442.888898710942 -230.444403348084 361.777738410198
"1203" 71.25 67.750007823 1 17 12769.2210896347 439.555570948901 -236.111053108685 364.222148564944
"1205" 74.25 67.750007823 1 16 13096.7477758136 445.749939656012 -246.499975446017 401.249749412643
"1206" 75.75 67.750007823 1 16 13203.2201828273 449.444386954367 -246.777799447108 412.666500655164
"1207" 77.25 67.750007823 1 16 13403.330981814 457.111035350432 -246.000001599493 428.999800663209
"1208" 78.75 67.750007823 1 16.1111013064451 13576.1091123604 464.333236876554 -247.444445939636 446.110964639928
"1209" 80.25 67.750007823 1 16.1111209156492 13730.664534228 472.444345232668 -248.999975966482 456.777604309283
"1210" 81.75 67.750007823 1 16.4444436709002 13920.6642667339 481.333249645212 -251.99994778653 464.999848757236
"1211" 83.25 67.750007823 1 16.7777670777483 14180.1078722594 492.666546741192 -254.555545724658 467.777788850553
"1212" 84.75 67.750007823 1 16.7777777951619 14474.7751978868 505.444327039653 -259.555518848726 475.777689456641
"1213" 86.25 67.750007823 1 16.888878858227 14754.9981941478 517.777709179326 -262.222204490193 480.33322365547
"1214" 87.75 67.750007823 1 16.9999999999366 14902.10981467 525.222165758048 -267.444383330641 488.110918886226
"1215" 89.25 67.750007823 1 17 15008.9978426006 530.22213718728 -279.000075185801 501.222624716095
"1216" 90.75 67.750007823 1 17 15212.5530534019 536.777704198815 -291.444325058226 504.666478900909
"1217" 92.25 67.750007823 1 17 15462.4395852393 544.555394030257 -304.889063198337 502.111977334357
"1218" 93.75 67.750007823 1 17 15726.9953018512 552.222085816976 -325.999978007824 518.778211831934
"1219" 95.25 67.750007823 1 17 16117.6612767145 564.555356175828 -335.333447025412 496.000767755471
"1220" 96.75 67.750007823 1 17 16528.6629956985 577.333233686082 -344.777486950269 466.555284419437
"1221" 98.25 67.750007823 1 17 16947.7728221835 591.666465026748 -350.222360383517 422.77877146097
"1222" 99.75 67.750007823 1 17.1111208375344 17306.1085638247 603.666569427746 -353.444352568724 375.000218233835
"1223" 101.25 67.750007823 1 17.5555645431409 17600.5530917644 613.666573808633 -342.888988083413 296.000602121237
"1224" 102.75 67.750007823 1 17.6666643459802 17650.2216400974 614.555529566393 -342.666656800683 270.222127989676
"1225" 104.25 67.750007823 1 17.4444338054075 17599.3336597481 611.777808869164 -344.777821672625 284.666599006129
"1226" 105.75 67.750007823 1 17.1111103201189 17603.5541543944 610.222203056048 -344.444407555151 293.444419427414
"1227" 107.25 67.750007823 1 16.8888888888889 17680.1107347201 609.888912643997 -341.555560249037 292.777744120897
"1228" 108.75 67.750007823 1 16.3333317687334 17865.1093689804 612.111062408881 -343.666623571413 297.666583744668
"1229" 110.25 67.750007823 1 15.666665102209 18166.5521235028 616.999940276216 -347.555578832556 303.111101757847
"1230" 111.75 67.750007823 1 14.8888881153519 18573.662206368 625.333252270216 -354.77764611862 309.444351300723
"1231" 113.25 67.750007823 1 14.1111213069786 19045.7726361728 635.55545139771 -369.444169625465 304.777784835526
"1232" 114.75 67.750007823 1 14.1111000547875 19352.7760790335 641.555510904153 -380.444392969861 290.000107688229
"1233" 116.25 67.750007823 1 14.3333317512755 19332.4454087365 639.777774188068 -377.222269837666 272.888893982887
"1234" 117.75 67.750007823 1 14.3333325423412 19246.000087532 635.333363981733 -375.444484975124 270.888925811552
"1235" 119.25 67.750007823 1 14 19219.5548401675 632.222244995581 -374.777791294511 275.333309378169
"1236" 120.75 67.750007823 1 14 19269.9988860157 631.222170339163 -373.444560118647 280.333438845455
"1237" 122.25 67.750007823 1 13.111110320265 19375.2201190264 630.777776699979 -369.222279407646 282.666686527616
"1238" 123.75 67.750007823 1 13.0000007561513 19484.2207986393 632.333310377135 -368.999901926741 292.221997356653
"1239" 125.25 67.750007823 1 13.7777565517476 19762.3283384058 639.666547453895 -385.333072483291 321.110758195375
"1240" 126.75 67.750007823 1 14 20118.9968795077 649.110984527981 -420.332563358519 375.665086959927
"1241" 128.25 67.750007823 1 14.555510348061 20539.3280132424 659.666534780843 -452.110844392373 406.666576206666
"1242" 129.75 67.750007823 1 15 21115.992394423 676.110888609878 -447.889131434304 333.890173508905
"1243" 131.25 67.750007823 1 15.4444119273398 21715.2161622908 691.999829208372 -441.777623908881 259.666980398053
"1244" 132.75 67.750007823 1 16 22223.7731587912 704.777671620519 -443.111116786977 213.444834373483
"1245" 134.25 67.750007823 1 16.2222003355154 21974.3404652345 698.222374795312 -440.444582857034 211.444352115243
"1246" 135.75 67.750007823 1 16.9999890393032 21188.8966048035 677.111320025976 -426.111095954008 223.666301096543
"1247" 137.25 67.750007823 1 17.2222111397607 20473.1175934525 657.222396047311 -423.888713568753 251.332637390144
"1248" 138.75 67.750007823 1 17.7777564039964 19924.5593043993 640.777875720588 -436.666966412585 292.222727864992
"1249" 140.25 67.750007823 1 18 19560.3359640101 630.333417603243 -417.00012055992 256.666767557444
"1250" 141.75 67.750007823 1 18 19295.6677655835 622.333390318507 -400.666595105124 228.222038897612
"1251" 143.25 67.750007823 1 18 19027.1127378268 613.666732230943 -386.444400027899 219.999602691969
"1252" 144.75 67.750007823 1 17.3333446244091 18717.8911961044 603.222305049119 -369.111292558396 225.222168668568
"1253" 146.25 67.750007823 1 16.666690126575 18456.002086303 594.777830895103 -358.222292237293 228.000127626334
"1254" 147.75 67.750007823 1 16.0000113779161 18344.7773035629 590.777782792632 -364.222124201441 242.111015037457
