"X_WGS84"	"Y_WGS84"	"ConnochaetesGnou"	"GuloGulo"	"PantheraOnca"	"PteropusGiganteus"	"TenrecEcaudatus"	"VulpesVulpes"
"192"	24.75	79.75000782	0	0	0	0	0	0
"196"	33.75	79.75000782	0	0	0	0	0	0
"201"	51.75	79.75000782	0	0	0	0	0	0
"208"	90.75	79.75000782	0	0	0	0	0	0
"209"	92.25	79.75000782	0	0	0	0	0	0
"212"	96.75	79.75000782	0	0	0	0	0	0
"213"	98.25	79.75000782	0	0	0	0	0	0
"214"	99.75	79.75000782	0	0	0	0	0	0
"221"	-110.25	78.25000782	0	0	0	0	0	0
"228"	-98.25	78.25000782	0	0	0	0	0	0
"229"	-96.75	78.25000782	0	0	0	0	0	0
"232"	-92.25	78.25000782	0	0	0	0	0	0
"234"	-89.25	78.25000782	0	0	0	0	0	0
"238"	-83.25	78.25000782	0	1	0	0	0	0
"241"	-78.75	78.25000782	0	1	0	0	0	0
"245"	-72.75	78.25000782	0	0	0	0	0	0
"252"	-62.25	78.25000782	0	0	0	0	0	0
"255"	-57.75	78.25000782	0	0	0	0	0	0
"256"	-56.25	78.25000782	0	0	0	0	0	0
"261"	-48.75	78.25000782	0	0	0	0	0	0
"265"	-42.75	78.25000782	0	0	0	0	0	0
"266"	-41.25	78.25000782	0	0	0	0	0	0
"268"	-38.25	78.25000782	0	0	0	0	0	0
"269"	-36.75	78.25000782	0	0	0	0	0	0
"270"	-35.25	78.25000782	0	0	0	0	0	0
"277"	-24.75	78.25000782	0	0	0	0	0	0
"280"	-20.25	78.25000782	0	0	0	0	0	0
"286"	15.75	78.25000782	0	0	0	0	0	0
"287"	17.25	78.25000782	0	0	0	0	0	0
"288"	18.75	78.25000782	0	0	0	0	0	0
"290"	21.75	78.25000782	0	0	0	0	0	0
"291"	23.25	78.25000782	0	0	0	0	0	0
"297"	93.75	78.25000782	0	0	0	0	0	0
"307"	-120.75	76.75000782	0	0	0	0	0	0
"311"	-114.75	76.75000782	0	1	0	0	0	0
"314"	-110.25	76.75000782	0	1	0	0	0	0
"316"	-105.75	76.75000782	0	0	0	0	0	0
"320"	-99.75	76.75000782	0	0	0	0	0	0
"324"	-93.75	76.75000782	0	0	0	0	0	0
"337"	-71.25	76.75000782	0	0	0	0	0	0
"342"	-63.75	76.75000782	0	0	0	0	0	0
"343"	-62.25	76.75000782	0	0	0	0	0	0
"344"	-60.75	76.75000782	0	0	0	0	0	0
"353"	-47.25	76.75000782	0	0	0	0	0	0
"356"	-42.75	76.75000782	0	0	0	0	0	0
"359"	-38.25	76.75000782	0	0	0	0	0	0
"360"	-36.75	76.75000782	0	0	0	0	0	0
"368"	-24.75	76.75000782	0	0	0	0	0	0
"371"	-20.25	76.75000782	0	0	0	0	0	0
"373"	14.25	76.75000782	0	0	0	0	0	0
"374"	15.75	76.75000782	0	0	0	0	0	0
"378"	60.75	76.75000782	0	0	0	0	0	0
"379"	62.25	76.75000782	0	0	0	0	0	0
"381"	65.25	76.75000782	0	0	0	0	0	0
"384"	89.25	76.75000782	0	0	0	0	0	0
"388"	98.25	76.75000782	0	0	0	0	0	0
"392"	104.25	76.75000782	0	1	0	0	0	0
"393"	105.75	76.75000782	0	1	0	0	0	0
"394"	107.25	76.75000782	0	1	0	0	0	0
"395"	108.75	76.75000782	0	1	0	0	0	0
"397"	111.75	76.75000782	0	1	0	0	0	0
"398"	113.25	76.75000782	0	0	0	0	0	0
"409"	-111.75	75.25000782	0	1	0	0	0	0
"415"	-102.75	75.25000782	0	0	0	0	0	0
"418"	-98.25	75.25000782	0	0	0	0	0	0
"425"	-87.75	75.25000782	0	0	0	0	0	0
"427"	-84.75	75.25000782	0	0	0	0	0	0
"430"	-80.25	75.25000782	0	0	0	0	0	0
"432"	-66.75	75.25000782	0	0	0	0	0	0
"433"	-59.25	75.25000782	0	0	0	0	0	0
"434"	-57.75	75.25000782	0	0	0	0	0	0
"436"	-54.75	75.25000782	0	0	0	0	0	0
"440"	-48.75	75.25000782	0	0	0	0	0	0
"448"	-36.75	75.25000782	0	0	0	0	0	0
"452"	-30.75	75.25000782	0	0	0	0	0	0
"454"	-27.75	75.25000782	0	0	0	0	0	0
"458"	-21.75	75.25000782	0	0	0	0	0	0
"459"	-20.25	75.25000782	0	0	0	0	0	0
"460"	-18.75	75.25000782	0	0	0	0	0	0
"461"	-17.25	75.25000782	0	0	0	0	0	0
"470"	81.75	75.25000782	0	0	0	0	0	0
"472"	84.75	75.25000782	0	0	0	0	0	0
"473"	86.25	75.25000782	0	0	0	0	0	0
"475"	89.25	75.25000782	0	1	0	0	0	0
"477"	92.25	75.25000782	0	1	0	0	0	0
"479"	95.25	75.25000782	0	1	0	0	0	0
"485"	104.25	75.25000782	0	1	0	0	0	0
"487"	107.25	75.25000782	0	1	0	0	0	0
"490"	111.75	75.25000782	0	1	0	0	0	0
"492"	135.75	75.25000782	0	0	0	0	0	0
"495"	140.25	75.25000782	0	0	0	0	0	0
"510"	-114.75	73.75000782	0	1	0	0	0	0
"512"	-111.75	73.75000782	0	0	0	0	0	0
"515"	-105.75	73.75000782	0	0	0	0	0	0
"518"	-99.75	73.75000782	0	0	0	0	0	0
"519"	-98.25	73.75000782	0	0	0	0	0	0
"520"	-96.75	73.75000782	0	0	0	0	0	0
"524"	-90.75	73.75000782	0	0	0	0	0	0
"526"	-87.75	73.75000782	0	1	0	0	0	1
"531"	-80.25	73.75000782	0	0	0	0	0	0
"536"	-54.75	73.75000782	0	0	0	0	0	0
"537"	-53.25	73.75000782	0	0	0	0	0	0
"539"	-50.25	73.75000782	0	0	0	0	0	0
"540"	-48.75	73.75000782	0	0	0	0	0	0
"541"	-47.25	73.75000782	0	0	0	0	0	0
"542"	-45.75	73.75000782	0	0	0	0	0	0
"544"	-42.75	73.75000782	0	0	0	0	0	0
"546"	-39.75	73.75000782	0	0	0	0	0	0
"551"	-32.25	73.75000782	0	0	0	0	0	0
"552"	-30.75	73.75000782	0	0	0	0	0	0
"554"	-27.75	73.75000782	0	0	0	0	0	0
"555"	-26.25	73.75000782	0	0	0	0	0	0
"556"	-24.75	73.75000782	0	0	0	0	0	0
"558"	-21.75	73.75000782	0	0	0	0	0	0
"559"	-20.25	73.75000782	0	0	0	0	0	0
"560"	-18.75	73.75000782	0	0	0	0	0	0
"563"	54.75	73.75000782	0	0	0	0	0	0
"566"	59.25	73.75000782	0	0	0	0	0	0
"570"	78.75	73.75000782	0	0	0	0	0	0
"574"	84.75	73.75000782	0	1	0	0	0	0
"575"	86.25	73.75000782	0	1	0	0	0	0
"577"	89.25	73.75000782	0	1	0	0	0	0
"578"	90.75	73.75000782	0	1	0	0	0	0
"579"	92.25	73.75000782	0	1	0	0	0	0
"594"	114.75	73.75000782	0	1	0	0	0	1
"595"	116.25	73.75000782	0	1	0	0	0	1
"598"	123.75	73.75000782	0	1	0	0	0	1
"599"	125.25	73.75000782	0	1	0	0	0	1
"607"	-123.75	72.25000782	0	1	0	0	0	0
"608"	-122.25	72.25000782	0	1	0	0	0	0
"610"	-119.25	72.25000782	0	1	0	0	0	0
"612"	-116.25	72.25000782	0	1	0	0	0	0
"613"	-114.75	72.25000782	0	1	0	0	0	0
"614"	-113.25	72.25000782	0	1	0	0	0	0
"617"	-108.75	72.25000782	0	1	0	0	0	0
"618"	-107.25	72.25000782	0	1	0	0	0	0
"624"	-98.25	72.25000782	0	0	0	0	0	0
"625"	-96.75	72.25000782	0	0	0	0	0	0
"630"	-87.75	72.25000782	0	1	0	0	0	1
"632"	-84.75	72.25000782	0	1	0	0	0	1
"636"	-78.75	72.25000782	0	1	0	0	0	1
"642"	-54.75	72.25000782	0	0	0	0	0	0
"643"	-53.25	72.25000782	0	0	0	0	0	0
"648"	-45.75	72.25000782	0	0	0	0	0	0
"654"	-36.75	72.25000782	0	0	0	0	0	0
"656"	-33.75	72.25000782	0	0	0	0	0	0
"658"	-30.75	72.25000782	0	0	0	0	0	0
"659"	-29.25	72.25000782	0	0	0	0	0	0
"662"	-24.75	72.25000782	0	0	0	0	0	0
"666"	53.25	72.25000782	0	0	0	0	0	0
"671"	71.25	72.25000782	0	1	0	0	0	0
"672"	72.75	72.25000782	0	1	0	0	0	0
"674"	75.75	72.25000782	0	1	0	0	0	0
"675"	77.25	72.25000782	0	1	0	0	0	0
"692"	102.75	72.25000782	0	1	0	0	0	1
"694"	105.75	72.25000782	0	1	0	0	0	1
"695"	107.25	72.25000782	0	1	0	0	0	1
"698"	111.75	72.25000782	0	1	0	0	0	1
"702"	117.75	72.25000782	0	1	0	0	0	1
"707"	125.25	72.25000782	0	1	0	0	0	1
"710"	129.75	72.25000782	0	1	0	0	0	1
"712"	138.75	72.25000782	0	0	0	0	0	0
"724"	-161.25	70.75000782	0	1	0	0	0	1
"726"	-158.25	70.75000782	0	1	0	0	0	1
"727"	-156.75	70.75000782	0	1	0	0	0	1
"730"	-152.25	70.75000782	0	1	0	0	0	1
"731"	-150.75	70.75000782	0	1	0	0	0	1
"733"	-147.75	70.75000782	0	1	0	0	0	1
"734"	-146.25	70.75000782	0	0	0	0	0	0
"736"	-128.25	70.75000782	0	0	0	0	0	0
"741"	-120.75	70.75000782	0	0	0	0	0	0
"742"	-117.75	70.75000782	0	1	0	0	0	0
"744"	-114.75	70.75000782	0	1	0	0	0	0
"749"	-107.25	70.75000782	0	1	0	0	0	0
"751"	-104.25	70.75000782	0	1	0	0	0	0
"754"	-99.75	70.75000782	0	0	0	0	0	0
"757"	-95.25	70.75000782	0	1	0	0	0	1
"764"	-84.75	70.75000782	0	1	0	0	0	1
"767"	-80.25	70.75000782	0	1	0	0	0	1
"770"	-75.75	70.75000782	0	1	0	0	0	1
"772"	-72.75	70.75000782	0	1	0	0	0	1
"773"	-71.25	70.75000782	0	1	0	0	0	1
"775"	-68.25	70.75000782	0	1	0	0	0	1
"777"	-53.25	70.75000782	0	0	0	0	0	0
"780"	-48.75	70.75000782	0	0	0	0	0	0
"795"	-26.25	70.75000782	0	0	0	0	0	0
"799"	-8.25	70.75000782	0	0	0	0	0	0
"802"	21.75	70.75000782	0	1	0	0	0	1
"804"	24.75	70.75000782	0	1	0	0	0	1
"805"	26.25	70.75000782	0	1	0	0	0	1
"806"	27.75	70.75000782	0	1	0	0	0	1
"807"	29.25	70.75000782	0	1	0	0	0	1
"809"	51.75	70.75000782	0	0	0	0	0	0
"811"	54.75	70.75000782	0	0	0	0	0	0
"822"	77.25	70.75000782	0	1	0	0	0	0
"826"	83.25	70.75000782	0	1	0	0	0	0
"827"	84.75	70.75000782	0	1	0	0	0	0
"829"	87.75	70.75000782	0	1	0	0	0	0
"830"	89.25	70.75000782	0	1	0	0	0	0
"831"	90.75	70.75000782	0	1	0	0	0	1
"834"	95.25	70.75000782	0	1	0	0	0	1
"838"	101.25	70.75000782	0	1	0	0	0	1
"840"	104.25	70.75000782	0	1	0	0	0	1
"844"	110.25	70.75000782	0	1	0	0	0	1
"848"	116.25	70.75000782	0	1	0	0	0	1
"851"	120.75	70.75000782	0	1	0	0	0	1
"853"	123.75	70.75000782	0	1	0	0	0	1
"854"	125.25	70.75000782	0	1	0	0	0	1
"855"	126.75	70.75000782	0	1	0	0	0	1
"856"	128.25	70.75000782	0	1	0	0	0	1
"858"	131.25	70.75000782	0	1	0	0	0	1
"859"	132.75	70.75000782	0	1	0	0	0	1
"861"	135.75	70.75000782	0	1	0	0	0	1
"862"	137.25	70.75000782	0	1	0	0	0	1
"863"	138.75	70.75000782	0	1	0	0	0	1
"865"	141.75	70.75000782	0	1	0	0	0	1
"866"	143.25	70.75000782	0	1	0	0	0	1
"868"	146.25	70.75000782	0	1	0	0	0	1
"871"	150.75	70.75000782	0	1	0	0	0	1
"872"	152.25	70.75000782	0	1	0	0	0	1
"873"	153.75	70.75000782	0	1	0	0	0	1
"879"	179.25	70.75000782	0	0	0	0	0	0
"887"	-156.75	69.25000782	0	1	0	0	0	1
"889"	-153.75	69.25000782	0	1	0	0	0	1
"894"	-146.25	69.25000782	0	1	0	0	0	1
"900"	-137.25	69.25000782	0	1	0	0	0	1
"902"	-134.25	69.25000782	0	1	0	0	0	1
"904"	-131.25	69.25000782	0	1	0	0	0	1
"905"	-129.75	69.25000782	0	1	0	0	0	1
"910"	-122.25	69.25000782	0	1	0	0	0	1
"912"	-119.25	69.25000782	0	1	0	0	0	1
"913"	-117.75	69.25000782	0	1	0	0	0	1
"914"	-116.25	69.25000782	0	1	0	0	0	1
"916"	-113.25	69.25000782	0	1	0	0	0	0
"917"	-111.75	69.25000782	0	1	0	0	0	0
"920"	-107.25	69.25000782	0	1	0	0	0	0
"921"	-105.75	69.25000782	0	1	0	0	0	1
"929"	-93.75	69.25000782	0	1	0	0	0	1
"931"	-90.75	69.25000782	0	1	0	0	0	1
"932"	-89.25	69.25000782	0	1	0	0	0	1
"941"	-75.75	69.25000782	0	1	0	0	0	1
"944"	-71.25	69.25000782	0	1	0	0	0	1
"950"	-51.75	69.25000782	0	0	0	0	0	0
"954"	-45.75	69.25000782	0	0	0	0	0	0
"957"	-41.25	69.25000782	0	0	0	0	0	0
"962"	-33.75	69.25000782	0	0	0	0	0	0
"963"	-32.25	69.25000782	0	0	0	0	0	0
"967"	-26.25	69.25000782	0	0	0	0	0	0
"969"	-23.25	69.25000782	0	0	0	0	0	0
"971"	15.75	69.25000782	0	0	0	0	0	0
"974"	20.25	69.25000782	0	1	0	0	0	1
"981"	30.75	69.25000782	0	1	0	0	0	1
"985"	36.75	69.25000782	0	1	0	0	0	1
"986"	38.25	69.25000782	0	0	0	0	0	0
"987"	42.75	69.25000782	0	0	0	0	0	0
"990"	53.25	69.25000782	0	1	0	0	0	1
"993"	57.75	69.25000782	0	1	0	0	0	1
"994"	59.25	69.25000782	0	1	0	0	0	1
"1003"	72.75	69.25000782	0	1	0	0	0	0
"1005"	75.75	69.25000782	0	1	0	0	0	0
"1006"	77.25	69.25000782	0	1	0	0	0	0
"1008"	80.25	69.25000782	0	1	0	0	0	0
"1012"	86.25	69.25000782	0	1	0	0	0	1
"1015"	90.75	69.25000782	0	1	0	0	0	1
"1017"	93.75	69.25000782	0	1	0	0	0	1
"1018"	95.25	69.25000782	0	1	0	0	0	1
"1019"	96.75	69.25000782	0	1	0	0	0	1
"1020"	98.25	69.25000782	0	1	0	0	0	1
"1027"	108.75	69.25000782	0	1	0	0	0	1
"1028"	110.25	69.25000782	0	1	0	0	0	1
"1043"	132.75	69.25000782	0	1	0	0	0	1
"1045"	135.75	69.25000782	0	1	0	0	0	1
"1047"	138.75	69.25000782	0	1	0	0	0	1
"1050"	143.25	69.25000782	0	1	0	0	0	1
"1053"	147.75	69.25000782	0	1	0	0	0	1
"1054"	149.25	69.25000782	0	1	0	0	0	1
"1055"	150.75	69.25000782	0	1	0	0	0	1
"1057"	153.75	69.25000782	0	1	0	0	0	1
"1059"	156.75	69.25000782	0	1	0	0	0	1
"1068"	170.25	69.25000782	0	1	0	0	0	1
"1069"	171.75	69.25000782	0	1	0	0	0	1
"1074"	179.25	69.25000782	0	1	0	0	0	1
"1075"	-179.25	67.75000782	0	1	0	0	0	1
"1077"	-176.25	67.75000782	0	1	0	0	0	1
"1079"	-165.75	67.75000782	0	1	0	0	0	1
"1082"	-161.25	67.75000782	0	1	0	0	0	1
"1086"	-155.25	67.75000782	0	1	0	0	0	1
"1087"	-153.75	67.75000782	0	1	0	0	0	1
"1094"	-143.25	67.75000782	0	1	0	0	0	1
"1095"	-141.75	67.75000782	0	1	0	0	0	1
"1103"	-129.75	67.75000782	0	1	0	0	0	1
"1104"	-128.25	67.75000782	0	1	0	0	0	1
"1106"	-125.25	67.75000782	0	1	0	0	0	1
"1109"	-120.75	67.75000782	0	1	0	0	0	1
"1113"	-114.75	67.75000782	0	1	0	0	0	1
"1117"	-108.75	67.75000782	0	1	0	0	0	1
"1123"	-99.75	67.75000782	0	1	0	0	0	1
"1125"	-96.75	67.75000782	0	1	0	0	0	1
"1131"	-87.75	67.75000782	0	1	0	0	0	1
"1138"	-75.75	67.75000782	0	0	0	0	0	0
"1139"	-74.25	67.75000782	0	0	0	0	0	0
"1141"	-71.25	67.75000782	0	1	0	0	0	1
"1144"	-66.75	67.75000782	0	1	0	0	0	1
"1148"	-51.75	67.75000782	0	0	0	0	0	0
"1149"	-50.25	67.75000782	0	0	0	0	0	0
"1150"	-48.75	67.75000782	0	0	0	0	0	0
"1154"	-42.75	67.75000782	0	0	0	0	0	0
"1156"	-39.75	67.75000782	0	0	0	0	0	0
"1157"	-38.25	67.75000782	0	0	0	0	0	0
"1160"	-33.75	67.75000782	0	0	0	0	0	0
"1163"	-29.25	67.75000782	0	0	0	0	0	0
"1167"	15.75	67.75000782	0	1	0	0	0	1
"1170"	20.25	67.75000782	0	1	0	0	0	1
"1174"	26.25	67.75000782	0	1	0	0	0	1
"1179"	33.75	67.75000782	0	1	0	0	0	1
"1181"	36.75	67.75000782	0	1	0	0	0	1
"1186"	45.75	67.75000782	0	1	0	0	0	1
"1191"	53.25	67.75000782	0	1	0	0	0	1
"1196"	60.75	67.75000782	0	1	0	0	0	1
"1197"	62.25	67.75000782	0	1	0	0	0	1
"1207"	77.25	67.75000782	0	1	0	0	0	1
"1209"	80.25	67.75000782	0	1	0	0	0	1
"1212"	84.75	67.75000782	0	1	0	0	0	1
"1215"	89.25	67.75000782	0	1	0	0	0	1
"1224"	102.75	67.75000782	0	1	0	0	0	1
"1227"	107.25	67.75000782	0	1	0	0	0	1
"1229"	110.25	67.75000782	0	1	0	0	0	1
"1232"	114.75	67.75000782	0	1	0	0	0	1
"1233"	116.25	67.75000782	0	1	0	0	0	1
"1236"	120.75	67.75000782	0	1	0	0	0	1
"1238"	123.75	67.75000782	0	1	0	0	0	1
"1239"	125.25	67.75000782	0	1	0	0	0	1
"1240"	126.75	67.75000782	0	1	0	0	0	1
"1241"	128.25	67.75000782	0	1	0	0	0	1
"1245"	134.25	67.75000782	0	1	0	0	0	1
"1248"	138.75	67.75000782	0	1	0	0	0	1
"1255"	149.25	67.75000782	0	1	0	0	0	1
"1258"	153.75	67.75000782	0	1	0	0	0	1
"1259"	155.25	67.75000782	0	1	0	0	0	1
"1260"	156.75	67.75000782	0	1	0	0	0	1
"1267"	167.25	67.75000782	0	1	0	0	0	1
"1269"	170.25	67.75000782	0	1	0	0	0	1
"1271"	173.25	67.75000782	0	1	0	0	0	1
"1272"	174.75	67.75000782	0	1	0	0	0	1
"1278"	-176.25	66.25000782	0	1	0	0	0	1
"1280"	-173.25	66.25000782	0	1	0	0	0	1
"1282"	-170.25	66.25000782	0	1	0	0	0	1
"1283"	-167.25	66.25000782	0	1	0	0	0	1
"1288"	-159.75	66.25000782	0	1	0	0	0	1
"1289"	-158.25	66.25000782	0	1	0	0	0	1
"1294"	-150.75	66.25000782	0	1	0	0	0	1
"1296"	-147.75	66.25000782	0	1	0	0	0	1
"1297"	-146.25	66.25000782	0	1	0	0	0	1
"1299"	-143.25	66.25000782	0	1	0	0	0	1
"1302"	-138.75	66.25000782	0	1	0	0	0	1
"1306"	-132.75	66.25000782	0	1	0	0	0	1
"1307"	-131.25	66.25000782	0	1	0	0	0	1
"1308"	-129.75	66.25000782	0	1	0	0	0	1
"1313"	-122.25	66.25000782	0	1	0	0	0	1
"1316"	-117.75	66.25000782	0	1	0	0	0	1
"1320"	-111.75	66.25000782	0	1	0	0	0	1
"1327"	-101.25	66.25000782	0	1	0	0	0	1
"1330"	-96.75	66.25000782	0	1	0	0	0	1
"1331"	-95.25	66.25000782	0	1	0	0	0	1
"1333"	-92.25	66.25000782	0	1	0	0	0	1
"1340"	-81.75	66.25000782	0	1	0	0	0	1
"1341"	-74.25	66.25000782	0	1	0	0	0	1
"1343"	-71.25	66.25000782	0	1	0	0	0	1
"1344"	-69.75	66.25000782	0	1	0	0	0	1
"1347"	-65.25	66.25000782	0	1	0	0	0	1
"1349"	-62.25	66.25000782	0	1	0	0	0	1
"1354"	-48.75	66.25000782	0	0	0	0	0	0
"1357"	-44.25	66.25000782	0	0	0	0	0	0
"1361"	-38.25	66.25000782	0	0	0	0	0	0
"1364"	-33.75	66.25000782	0	0	0	0	0	0
"1365"	-23.25	66.25000782	0	0	0	0	0	0
"1366"	-21.75	66.25000782	0	0	0	0	0	0
"1369"	-17.25	66.25000782	0	0	0	0	0	0
"1374"	14.25	66.25000782	0	1	0	0	0	1
"1377"	18.75	66.25000782	0	1	0	0	0	1
"1382"	26.25	66.25000782	0	1	0	0	0	1
"1384"	29.25	66.25000782	0	1	0	0	0	1
"1385"	30.75	66.25000782	0	1	0	0	0	1
"1387"	33.75	66.25000782	0	1	0	0	0	1
"1390"	38.25	66.25000782	0	1	0	0	0	1
"1393"	42.75	66.25000782	0	1	0	0	0	1
"1399"	51.75	66.25000782	0	1	0	0	0	1
"1401"	54.75	66.25000782	0	1	0	0	0	1
"1404"	59.25	66.25000782	0	1	0	0	0	1
"1413"	72.75	66.25000782	0	1	0	0	0	1
"1415"	75.75	66.25000782	0	1	0	0	0	1
"1417"	78.75	66.25000782	0	1	0	0	0	1
"1418"	80.25	66.25000782	0	1	0	0	0	1
"1425"	90.75	66.25000782	0	1	0	0	0	1
"1427"	93.75	66.25000782	0	1	0	0	0	1
"1436"	107.25	66.25000782	0	1	0	0	0	1
"1440"	113.25	66.25000782	0	1	0	0	0	1
"1442"	116.25	66.25000782	0	1	0	0	0	1
"1450"	128.25	66.25000782	0	1	0	0	0	1
"1457"	138.75	66.25000782	0	1	0	0	0	1
"1459"	141.75	66.25000782	0	1	0	0	0	1
"1462"	146.25	66.25000782	0	1	0	0	0	1
"1464"	149.25	66.25000782	0	1	0	0	0	1
"1467"	153.75	66.25000782	0	1	0	0	0	1
"1469"	156.75	66.25000782	0	1	0	0	0	1
"1470"	158.25	66.25000782	0	1	0	0	0	1
"1473"	162.75	66.25000782	0	1	0	0	0	1
"1475"	165.75	66.25000782	0	1	0	0	0	1
"1477"	168.75	66.25000782	0	1	0	0	0	1
"1480"	173.25	66.25000782	0	1	0	0	0	1
"1482"	176.25	66.25000782	0	1	0	0	0	1
"1483"	177.75	66.25000782	0	1	0	0	0	1
"1487"	-176.25	64.75000782	0	1	0	0	0	1
"1491"	-167.25	64.75000782	0	0	0	0	0	0
"1492"	-165.75	64.75000782	0	1	0	0	0	1
"1495"	-161.25	64.75000782	0	1	0	0	0	1
"1499"	-155.25	64.75000782	0	1	0	0	0	1
"1500"	-153.75	64.75000782	0	1	0	0	0	1
"1504"	-147.75	64.75000782	0	1	0	0	0	1
"1506"	-144.75	64.75000782	0	1	0	0	0	1
"1512"	-135.75	64.75000782	0	1	0	0	0	1
"1513"	-134.25	64.75000782	0	1	0	0	0	1
"1518"	-126.75	64.75000782	0	1	0	0	0	1
"1519"	-125.25	64.75000782	0	1	0	0	0	1
"1521"	-122.25	64.75000782	0	1	0	0	0	1
"1528"	-111.75	64.75000782	0	1	0	0	0	1
"1531"	-107.25	64.75000782	0	1	0	0	0	1
"1538"	-96.75	64.75000782	0	1	0	0	0	1
"1539"	-95.25	64.75000782	0	1	0	0	0	1
"1540"	-93.75	64.75000782	0	1	0	0	0	1
"1542"	-90.75	64.75000782	0	1	0	0	0	1
"1544"	-87.75	64.75000782	0	1	0	0	0	1
"1546"	-84.75	64.75000782	0	0	0	0	0	0
"1549"	-78.75	64.75000782	0	0	0	0	0	0
"1552"	-74.25	64.75000782	0	1	0	0	0	1
"1555"	-69.75	64.75000782	0	1	0	0	0	1
"1557"	-66.75	64.75000782	0	1	0	0	0	1
"1558"	-65.25	64.75000782	0	1	0	0	0	1
"1562"	-51.75	64.75000782	0	0	0	0	0	0
"1563"	-50.25	64.75000782	0	0	0	0	0	0
"1567"	-44.25	64.75000782	0	0	0	0	0	0
"1569"	-41.25	64.75000782	0	0	0	0	0	0
"1571"	-24.75	64.75000782	0	0	0	0	0	0
"1578"	-14.25	64.75000782	0	0	0	0	0	0
"1579"	9.75	64.75000782	0	0	0	0	0	0
"1585"	18.75	64.75000782	0	0	0	0	0	1
"1587"	21.75	64.75000782	0	0	0	0	0	1
"1590"	26.25	64.75000782	0	0	0	0	0	1
"1601"	42.75	64.75000782	0	1	0	0	0	1
"1603"	45.75	64.75000782	0	1	0	0	0	1
"1604"	47.25	64.75000782	0	1	0	0	0	1
"1605"	48.75	64.75000782	0	1	0	0	0	1
"1606"	50.25	64.75000782	0	1	0	0	0	1
